precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL NEAGRA ȘARULUI",478,"ŞARU DORNEI",150445,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:01:44",1564,1544,3,6,11,1012,994,1,6,11,983,29,1700,688,357,564,31,8,23
35,SUCEAVA,"SCOALA CU CLASELE I-IV GURA HAITII",479,"ŞARU DORNEI",150445,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:30:42",471,461,0,7,3,313,303,0,7,3,301,12,544,231,133,148,6,2,12
35,SUCEAVA,"SCOALA CU CLASELE I-IV SARISORU MARE",480,"ŞARU DORNEI",150445,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:57",436,424,2,9,1,290,280,0,9,1,285,5,500,210,154,82,22,8,19
35,SUCEAVA,"SCOALA CU CLASELE I-VIII SARU DORNEI",481,"ŞARU DORNEI",150445,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:27:16",977,963,1,7,6,617,604,0,7,6,609,8,1006,389,388,138,50,6,27
