precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SAVIN FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RAIU NICU-PARTIDUL NAȚIONAL LIBERAL-voturi","PĂUN VLADIMIR-SEBASTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CIOLAN NINEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PRICOP MARCELA-MAGDALENA-voturi"
41,VRANCEA,"CĂMIN CULTURAL VERDEA",262,RĂCOASA,177405,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:58:35",556,540,1,3,12,336,320,1,3,12,319,17,607,271,81,25,181,3,29
41,VRANCEA,"CĂMINUL CULTURAL RĂCOASA",258,RĂCOASA,177405,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:54:00",905,884,1,7,13,466,446,0,7,13,442,24,986,520,123,36,245,13,25
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL VARNIȚA",261,RĂCOASA,177405,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:19:00",455,440,1,7,7,213,201,0,5,7,203,10,489,276,65,8,105,17,8
41,VRANCEA,"SALA DE ȘEDINȚE MĂRĂȘTI",260,RĂCOASA,177405,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:21:13",382,371,0,6,5,197,186,0,6,5,189,8,414,217,59,11,105,8,6
41,VRANCEA,"SCOALA GOGOIU",259,RĂCOASA,177405,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:57",187,174,0,6,7,93,80,0,6,7,86,7,180,87,16,6,59,3,2
