precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢANA ADELA-ELENA-PARTIDUL SOCIAL DEMOCRAT-voturi","DINCĂ ARIADA-PARTIDUL NAȚIONAL LIBERAL-voturi","MITRUŢĂ CONSTANTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BĂLUŢĂ ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VASIA ILIE-PARTIDUL S.O.S. ROMÂNIA-voturi","RADU ION-MARIUS-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
20,GORJ,"CĂMIN CULTURAL FRUNZA",243,LOGREŞTI,80766,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:00:09",547,530,0,13,4,369,352,0,13,4,332,25,600,243,151,86,20,62,0,13
20,GORJ,"CĂMIN CULTURAL TÎRGU LOGREȘTI",242,LOGREŞTI,80766,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:35:08",550,524,0,18,8,350,324,0,18,8,337,13,550,200,167,43,0,100,5,22
20,GORJ,"ȘCOALA PRIMARĂ MĂRU",245,LOGREŞTI,80766,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:06",284,265,0,16,3,191,172,0,16,3,185,6,300,109,75,64,0,37,0,9
20,GORJ,"ȘCOALA PRIMARĂ MOȘTENI",244,LOGREŞTI,80766,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:31:33",461,445,0,14,2,305,289,0,14,2,282,23,500,195,159,53,5,36,1,28
20,GORJ,"ȘCOALA PRIMARĂ SEACA",246,LOGREŞTI,80766,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:22",267,241,0,23,3,174,148,0,23,3,165,9,271,97,59,23,0,77,2,4
