precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BERTEA CAMELIA-ELENA-PARTIDUL SOCIAL DEMOCRAT-voturi","STANEA DANIEL-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","RADU SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IOSIPESCU CRISTIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"COLEGIUL TEHNIC DR. ALEXANDRU BĂRBAT",278,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:41:21",1105,1039,2,36,28,529,465,0,36,28,502,27,1200,671,248,113,25,116
8,BRAŞOV,"GRĂDINIŢA NR. 1",279,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:44:22",1345,1325,2,16,2,555,537,0,16,2,546,9,1500,945,307,84,22,133
8,BRAŞOV,"LICEUL TEORETIC I.C. DRĂGUȘANU",276,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:59:36",1556,1540,3,12,1,631,616,2,12,1,596,4,1700,1069,352,89,28,127
8,BRAŞOV,"PRIMARIA VICTORIA",275,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:57:26",1234,1218,0,16,0,552,536,0,16,0,533,19,1352,800,290,66,30,147
8,BRAŞOV,"ŞCOALA GIMNAZIALA VICTORIA",277,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:41:26",1545,1531,2,11,1,663,651,0,11,1,644,19,1700,1037,359,115,27,143
