precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ HOMORÎCIU",456,IZVOARELE,133795,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:25:00",921,915,0,5,1,490,484,0,5,1,472,18,1010,520,339,85,9,39
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ HOMORÎCIU",457,IZVOARELE,133795,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:39:30",783,764,13,5,1,390,384,0,5,1,373,17,844,454,280,56,11,26
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SCHIULEȘTI",459,IZVOARELE,133795,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:52",941,936,0,5,0,440,435,0,5,0,435,5,1062,622,329,56,21,29
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TRAIAN SĂVULESCU IZVOARELE",455,IZVOARELE,133795,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:04:08",909,904,5,0,0,534,534,0,0,0,514,20,1000,466,432,53,10,19
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TRAIAN SĂVULESCU IZVOARELE",454,IZVOARELE,133795,6,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:54",1002,994,3,3,2,561,555,1,3,2,548,13,1100,539,446,64,16,22
31,PRAHOVA,"ŞCOALA PRIMARĂ MALU-VÎNĂT",458,IZVOARELE,133795,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:35",681,677,0,4,0,325,321,0,4,0,308,17,750,425,242,38,8,20
