precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
3,ARGEŞ,"CENTRUL CULTURAL MULTIFUNCȚIONAL BUDIŞTENI",358,LEORDENI,16757,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:08:05",970,959,0,6,5,546,535,0,6,5,526,20,1060,514,18,281,144,83
3,ARGEŞ,"CLĂDIREA MULTIFUNCŢIONALĂ GLÂMBOCATA-DEAL",361,LEORDENI,16757,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:51:55",822,809,1,3,9,470,458,0,3,9,454,16,901,431,14,188,75,177
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL COTU MALULUI",360,LEORDENI,16757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:41",345,340,0,5,0,222,217,0,5,0,212,10,376,154,13,98,72,29
3,ARGEŞ,PRIMĂRIE,357,LEORDENI,16757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:37:18",1386,1358,4,21,3,788,764,0,21,3,762,19,1496,712,62,407,199,94
3,ARGEŞ,"ŞCOALA CIULNIŢA",359,LEORDENI,16757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:46",871,853,0,11,7,529,511,0,11,7,509,20,960,431,25,285,97,102
