precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi"
3,ARGEŞ,"SALA DE FESTIVITĂȚII A CONSILIULUI LOCAL BĂBANA",212,BĂBANA,14085,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:12",619,589,2,6,22,442,412,2,6,22,405,29,673,234,26,169,164,40,6
3,ARGEŞ,"ŞCOALA BĂBANA",211,BĂBANA,14085,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:08",762,752,3,4,3,470,462,1,4,3,441,21,830,368,60,168,108,96,9
3,ARGEŞ,"ŞCOALA GROŞI",213,BĂBANA,14085,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:21",392,371,0,13,8,263,242,0,13,8,254,9,415,152,15,141,75,22,1
3,ARGEŞ,"ŞCOALA SLĂTIOARELE",214,BĂBANA,14085,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:05",666,652,1,3,10,399,385,1,3,10,383,16,731,332,117,96,107,33,30
