precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUDOSE NICOLAE-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PREDA DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi"
19,GIURGIU,"CAMIN CULTURAL BUTURUGENI",87,BUTURUGENI,101617,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:03",622,588,0,17,17,474,440,0,17,17,466,8,660,186,104,362
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 POŞTA",89,BUTURUGENI,101617,3,PART,PRCNCT,P,P_SV,"2024-06-11 13:49:57",359,343,0,12,4,237,221,0,12,4,237,0,380,143,47,190
19,GIURGIU,"ŞCOALA GIMNAZIALA NR1 BUTURUGENI",86,BUTURUGENI,101617,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:00:48",996,966,1,22,7,717,688,0,22,7,688,29,1080,363,176,512
19,GIURGIU,"ŞCOALA GIMNAZIALA NR 2 PĂDURENI",88,BUTURUGENI,101617,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:46:35",1190,1146,0,28,16,890,846,0,28,16,860,30,1281,391,365,495
