precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GĂNESCU GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","CIOBANU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
30,OLT,"CĂMINUL CULTURAL ” DAMIAN STĂNOIU”",170,CURTIŞOARA,126433,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:25",1279,1236,2,19,22,754,712,1,19,22,734,20,1354,600,698,36
30,OLT,"ŞCOALA CU CLASELE I-IV PROASPEŢI",172,CURTIŞOARA,126433,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:39:04",1101,1041,1,43,16,683,624,0,43,16,669,14,1113,430,623,46
30,OLT,"ŞCOALA CU CLASELE I-VIII DOBROTINET",171,CURTIŞOARA,126433,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:54:00",1471,1406,0,44,21,1032,967,0,44,21,1010,22,1530,498,974,36
