precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"APOSTOL ALINA-PARTIDUL NAȚIONAL LIBERAL-voturi","PARFENE COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
24,IAŞI,"CĂMIN CULTURAL COROPCENI",370,CIORTEŞTI,96192,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:48",824,823,0,1,0,429,428,0,1,0,410,19,900,471,375,35
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ŞERBEŞTI",373,CIORTEŞTI,96192,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:06:14",595,595,0,0,0,280,280,0,0,0,265,15,700,420,225,40
24,IAŞI,"ȘCOALA GIMNAZIALĂ CIORTEȘTI",369,CIORTEŞTI,96192,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:12",786,786,0,0,0,370,370,0,0,0,346,24,800,430,307,39
24,IAŞI,"ŞCOALA PRIMARĂ DELENI",371,CIORTEŞTI,96192,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:15:52",361,361,0,0,0,188,188,0,0,0,179,9,400,212,153,26
24,IAŞI,"ŞCOALA PRIMARĂ ROTĂRIA",372,CIORTEŞTI,96192,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:26:42",305,305,0,0,0,165,165,0,0,0,156,9,346,181,152,4
