precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ROMÂNIA MARE-voturi"
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ BĂNEȘTI",369,SĂLCIOARA,68789,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:33",341,335,0,6,0,228,222,0,6,0,219,8,370,143,22,88,106,3
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ CUZA-VODĂ",370,SĂLCIOARA,68789,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:40",312,305,0,7,0,193,186,0,7,0,186,7,340,147,24,71,86,5
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ GHINEȘTI SALA1",371,SĂLCIOARA,68789,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:54:08",986,981,0,5,0,602,597,0,5,0,587,15,1067,465,166,165,251,5
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ MIRCEA-VODĂ SALA 1",372,SĂLCIOARA,68789,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:38:14",899,894,0,5,0,522,517,0,5,0,504,18,980,458,86,227,187,4
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ PODU-RIZII",373,SĂLCIOARA,68789,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:03",565,561,0,4,0,420,416,0,4,0,410,10,620,200,37,178,188,7
