precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUŢESCU LIGIA-DIANA-PARTIDUL SOCIAL DEMOCRAT-voturi","VARGA COSMIN-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","BOKOR ADRIAN-RĂZVAN-FORȚA DREPTEI-voturi","DOBRA ALIN-COSMIN-CONSTANTIN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
32,"SATU MARE","CĂMIN CULTURAL RESIGHEA",266,PIŞCOLT,138574,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:15:27",352,343,0,6,3,205,196,0,6,3,197,8,385,180,63,99,7,28
32,"SATU MARE","CĂMIN CULTURAL SCĂRIȘOARA NOUĂ",267,PIŞCOLT,138574,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:50:00",322,306,0,12,4,206,190,0,12,4,200,6,345,139,37,87,0,76
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",264,PIŞCOLT,138574,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:11:19",905,880,0,1,24,565,540,0,1,24,533,32,992,427,105,360,32,36
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",265,PIŞCOLT,138574,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:26:15",876,858,0,2,16,559,541,0,2,16,520,39,973,414,188,283,15,34
