precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GEORGESCU PAUL-BOGDAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BĂRĂSCU RADU-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","MATEESCU MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","TRUŞCĂ CONSTANTIN-DANIEL-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
40,VÂLCEA,"AȘEZĂMÂNT CULTURAL BĂILE GOVORA ( FOST CINEMATOGRAF)",115,"ORAŞ BĂILE GOVORA",167641,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:58:10",1212,1085,1,120,6,823,697,0,120,6,807,16,1220,397,23,307,430,47
40,VÂLCEA,"LICEUL TEHNOLOGIC BĂILE GOVORA",116,"ORAŞ BĂILE GOVORA",167641,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:33:58",792,699,1,83,9,638,545,1,83,9,627,11,850,212,13,306,282,26
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I-IV GĂTEJEȘTI",117,"ORAŞ BĂILE GOVORA",167641,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:20",325,302,0,17,6,201,178,0,17,6,194,7,360,159,10,66,103,15
