precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROŞCA MIHAI-MIRCEA-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIFOR CORNEL-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi"
13,CLUJ,"CĂMIN CULTURAL BÎRLEA",427,CORNEŞTI,57449,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:18:07",130,113,0,12,5,107,90,0,12,5,106,1,123,16,23,83
13,CLUJ,"CĂMIN CULTURAL IGRIŢIA",428,CORNEŞTI,57449,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:30:47",39,28,0,11,0,30,19,0,11,0,29,1,32,2,13,16
13,CLUJ,"CĂMIN CULTURAL MORĂU",430,CORNEŞTI,57449,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:10:24",60,43,1,15,1,47,31,0,15,1,47,0,61,14,8,39
13,CLUJ,"CĂMIN CULTURAL TIOCU DE JOS",432,CORNEŞTI,57449,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:54:58",89,86,0,3,0,53,50,0,3,0,51,2,96,43,16,35
13,CLUJ,"CĂMIN CULTURAL TIOCU DE SUS",433,CORNEŞTI,57449,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:24",74,57,0,10,7,51,34,0,10,7,47,4,62,11,12,35
13,CLUJ,"CĂMIN CULTURAL TIOLTIUR",434,CORNEŞTI,57449,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:04:32",149,133,0,7,9,103,87,0,7,9,103,0,157,54,22,81
13,CLUJ,"CENTRUL DE INFORMARE ŞI PROMOVARE TURISTICĂ LUJERDIU",429,CORNEŞTI,57449,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:08:55",251,232,0,11,8,150,131,0,11,8,141,9,218,68,57,84
13,CLUJ,"COOPERATIVA VECHE- STOIANA",431,CORNEŞTI,57449,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:47",180,163,0,14,3,117,100,0,14,3,116,1,178,61,27,89
13,CLUJ,"ŞCOALA GIMNAZIALĂ LIA MANOLIU CORNEŞTI",426,CORNEŞTI,57449,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:20",176,163,0,3,10,119,106,0,3,10,116,3,191,72,23,93
