precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OPREA FLORENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","TOADER CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMITRU GHEORGHE-CĂTĂLIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"ŞCOALA BECHINEŞTI",247,FINTA,67470,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:24:42",643,626,0,12,5,408,391,0,12,5,397,11,690,282,273,51,73
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ FINTA",246,FINTA,67470,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:07",1000,974,0,14,12,666,640,0,14,12,648,18,1062,396,399,129,120
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ GHEBOAIA",249,FINTA,67470,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:10:06",774,768,0,3,3,475,469,0,3,3,453,22,850,375,192,25,236
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ GHEBOAIA",248,FINTA,67470,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:08",865,855,0,6,4,592,582,0,6,4,578,14,940,348,255,54,269
