precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NAGY ATTILA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
21,HARGHITA,"CĂMIN CULTURAL ŞICASĂU",292,ZETEA,86366,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:55:59",139,129,3,7,0,62,55,0,7,0,58,4,300,238,58
21,HARGHITA,"GRĂDINIŢA CU PROGRAM NORMAL ALSZEG ZETEA",287,ZETEA,86366,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:26",1233,1224,5,4,0,600,596,0,4,0,541,59,1260,660,541
21,HARGHITA,"PRIMĂRIA ZETEA",288,ZETEA,86366,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:29:32",1234,1230,1,2,1,608,605,0,2,1,569,39,1300,692,569
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”JÓKAI MÓR” SUB CETATE",291,ZETEA,86366,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:54:16",715,696,16,3,0,273,267,3,3,0,222,51,800,527,222
21,HARGHITA,"ŞCOALA PRIMARĂ ”SZÉKELY JÁNOS” IZVOARE",290,ZETEA,86366,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:59:11",344,330,8,6,0,133,127,0,6,0,120,13,400,267,120
21,HARGHITA,"ŞCOALA PRIMARĂ TOFĂLĂU ZETEA",289,ZETEA,86366,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:36",1147,1139,1,4,3,615,608,0,4,3,575,40,1200,585,575
