county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-mandate-faza-1","PARTIDUL ROMÂNIA ÎN ACȚIUNE-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","ALIANȚA PMP - FORȚA DREPTEI-voturi","ALIANȚA PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA PMP - FORȚA DREPTEI-mandate-faza-2","BLOCUL SUVERANIST ROMÂN-voturi","BLOCUL SUVERANIST ROMÂN-mandate-faza-1","BLOCUL SUVERANIST ROMÂN-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","BELCIUG MIHAIL-CĂTĂLIN-voturi","BELCIUG MIHAIL-CĂTĂLIN-mandate-faza-1","BELCIUG MIHAIL-CĂTĂLIN-mandate-faza-2","FLOREA POMPILIUS-voturi","FLOREA POMPILIUS-mandate-faza-1","FLOREA POMPILIUS-mandate-faza-2","ALIANȚA ELECTORALĂ PSD-PUSL-voturi","ALIANȚA ELECTORALĂ PSD-PUSL-mandate-faza-1","ALIANȚA ELECTORALĂ PSD-PUSL-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-mandate-faza-2","DINU SORIN-MIHAI-voturi","DINU SORIN-MIHAI-mandate-faza-1","DINU SORIN-MIHAI-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","PARTIDUL ROMÂNI PENTRU ROMÂNIA-voturi","PARTIDUL ROMÂNI PENTRU ROMÂNIA-mandate-faza-1","PARTIDUL ROMÂNI PENTRU ROMÂNIA-mandate-faza-2","PARTIDUL NAȚIONAL DE CENTRU-voturi","PARTIDUL NAȚIONAL DE CENTRU-mandate-faza-1","PARTIDUL NAȚIONAL DE CENTRU-mandate-faza-2","NIŢĂ VIOREL-voturi","NIŢĂ VIOREL-mandate-faza-1","NIŢĂ VIOREL-mandate-faza-2","PARTIDUL MIŞCAREA NOI, PLOIEŞTENII-voturi","PARTIDUL MIŞCAREA NOI, PLOIEŞTENII-mandate-faza-1","PARTIDUL MIŞCAREA NOI, PLOIEŞTENII-mandate-faza-2","NICOLAE SORIN-MARIAN-voturi","NICOLAE SORIN-MARIAN-mandate-faza-1","NICOLAE SORIN-MARIAN-mandate-faza-2","CREŢU DUMITRU-voturi","CREŢU DUMITRU-mandate-faza-1","CREŢU DUMITRU-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL OAMENILOR LIBERI-voturi","PARTIDUL OAMENILOR LIBERI-mandate-faza-1","PARTIDUL OAMENILOR LIBERI-mandate-faza-2","PARTIDUL CÂMPINA CURATĂ-voturi","PARTIDUL CÂMPINA CURATĂ-mandate-faza-1","PARTIDUL CÂMPINA CURATĂ-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-2","ANGHELESCU MARIUS-voturi","ANGHELESCU MARIUS-mandate-faza-1","ANGHELESCU MARIUS-mandate-faza-2","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-mandate-faza-1","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","TOTPAL MIHAI-MIRCEA-voturi","TOTPAL MIHAI-MIRCEA-mandate-faza-1","TOTPAL MIHAI-MIRCEA-mandate-faza-2","ZANFIR GHEORGHE-voturi","ZANFIR GHEORGHE-mandate-faza-1","ZANFIR GHEORGHE-mandate-faza-2","DAN SEPTIMIU-voturi","DAN SEPTIMIU-mandate-faza-1","DAN SEPTIMIU-mandate-faza-2","GÂJMAN DORU-voturi","GÂJMAN DORU-mandate-faza-1","GÂJMAN DORU-mandate-faza-2","OLTEANU VALERIU-voturi","OLTEANU VALERIU-mandate-faza-1","OLTEANU VALERIU-mandate-faza-2","SAVU REASILVIA-voturi","SAVU REASILVIA-mandate-faza-1","SAVU REASILVIA-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","DRĂGAN BOGDAN-FĂNEL-voturi","DRĂGAN BOGDAN-FĂNEL-mandate-faza-1","DRĂGAN BOGDAN-FĂNEL-mandate-faza-2"
31,PRAHOVA,GORGOTA,133508,1,FINAL,UAT,CL,CL_CE,"2024-06-11 11:17:02",3978,3957,1,19,1,2109,2089,0,19,1,2019,90,4350,2241,100,141,161,143,264,1,1,132,0,1,1356,9,1,24,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,GORNET,133562,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:29:15",2275,2255,0,12,8,1440,1420,0,12,8,1377,62,2476,1037,68,96,110,115,1052,9,0,0,0,0,216,1,1,56,0,0,21,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,GORNET-CRICOV,133615,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:35:47",1770,1699,1,21,49,1221,1151,0,21,49,1178,43,1897,676,58,82,94,107,281,2,1,125,1,0,688,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"GURA VADULUI",133688,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:46:10",1718,1706,0,4,8,962,950,0,4,8,928,34,1877,915,46,64,74,84,205,2,1,0,0,0,527,6,0,0,0,0,117,1,0,0,0,0,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"GURA VITIOAREI",131835,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:46:20",4767,4732,1,26,8,2828,2794,0,26,8,2708,120,5234,2406,135,189,216,168,613,3,1,231,1,0,1682,10,0,33,0,0,43,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,IORDĂCHEANU,133722,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:16:44",4206,4102,4,41,59,2877,2776,1,41,59,2788,89,4580,1703,139,195,223,184,877,4,1,227,1,0,1663,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,IZVOARELE,133795,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:57:01",5237,5190,21,22,4,2740,2713,1,22,4,2650,90,5766,3026,132,185,212,171,2068,12,0,0,0,0,352,2,0,75,0,0,0,0,0,0,0,0,155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,JUGURENI,133866,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:19:57",479,393,1,47,38,342,259,0,47,36,330,12,420,78,16,23,26,36,235,6,0,0,0,0,95,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,LAPOŞ,133919,1,FINAL,UAT,CL,CL_CE,"2024-06-11 16:02:40",845,818,0,18,9,599,572,0,18,9,582,17,900,301,29,40,46,63,282,4,0,102,1,1,78,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,LIPĂNEŞTI,133964,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:06:15",4319,4249,4,32,34,2728,2661,1,32,34,2642,86,4705,1947,132,184,211,170,961,5,1,245,1,0,1356,7,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,MĂGURELE,134014,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:24:06",3796,3786,3,7,0,2048,2040,1,7,0,1951,82,4161,2128,97,136,156,134,416,3,0,157,1,0,1074,8,0,73,0,0,49,0,0,0,0,0,0,0,0,0,0,0,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,MĂGURENI,134050,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:48:22",5210,5160,2,37,11,3039,2992,0,37,10,2920,114,5684,2645,146,204,233,175,0,0,0,193,1,0,1115,6,0,39,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,MĂNECIU,134096,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:28:06",8488,8422,2,51,13,4569,4505,0,51,13,4448,121,9322,4753,222,311,355,280,1112,3,1,454,1,1,2324,8,0,85,0,0,322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,MĂNEŞTI,134194,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:48:06",3124,3069,2,28,25,1762,1708,1,28,25,1690,72,3396,1634,84,118,135,130,300,2,0,0,0,0,1243,9,1,0,0,0,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"MUNICIPIUL CÂMPINA",131256,1,FINAL,UAT,CL,CL_CE,"2024-06-11 14:20:21",29743,29498,44,169,32,13998,13796,4,167,31,13472,507,32600,18604,673,943,1077,616,4096,6,1,998,1,1,3412,5,0,0,0,0,0,0,0,1088,1,1,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,591,0,0,2115,3,0,79,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"MUNICIPIUL PLOIEŞTI",130534,1,FINAL,UAT,CL,CL_CE,"2024-06-11 21:36:09",179462,177908,316,1049,189,72867,71626,4,1048,189,69182,3558,194174,121179,3459,4842,5534,2258,0,0,0,8627,3,1,12563,5,1,0,0,0,0,0,0,11018,4,1,4786,2,0,0,0,0,0,0,0,908,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14725,6,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,9256,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2436,0,0,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,OLARI,136250,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:10:42",1506,1463,2,41,0,856,815,0,41,0,798,58,1597,741,39,55,63,72,798,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"ORAŞ AZUGA",130954,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:23:42",3802,3734,0,54,14,2338,2270,0,54,14,2182,93,4200,1920,109,152,174,156,738,4,1,190,1,0,877,5,1,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"ORAŞ BĂICOI",130981,2,FINAL,UAT,CL,CL_CE,"2024-06-13 19:31:06",15483,15361,16,74,32,8282,8173,3,74,32,7851,412,16946,8683,392,549,628,390,0,0,0,796,2,0,1641,4,0,0,0,0,0,0,0,499,0,0,377,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3769,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"ORAŞ BOLDEŞTI-SCĂENI",131069,2,FINAL,UAT,CL,CL_CE,"2024-06-19 13:43:08",9357,9217,1,74,65,5673,5535,0,74,64,5459,211,10245,4569,272,382,436,301,1273,4,0,1167,3,1,2378,7,1,300,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"ORAŞ BREAZA",131103,1,FINAL,UAT,CL,CL_CE,"2024-06-11 15:27:24",13316,13176,12,113,15,6801,6670,3,113,15,6612,189,14542,7741,330,462,528,361,0,0,0,681,1,1,4049,11,0,224,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,2,1,524,1,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"ORAŞ BUŞTENI",131210,1,FINAL,UAT,CL,CL_CE,"2024-06-10 23:17:48",7935,7819,20,74,22,4864,4769,1,74,20,4721,138,8634,3775,236,330,377,284,1761,6,0,230,0,0,1091,3,1,0,0,0,0,0,0,0,0,0,0,0,0,946,3,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"ORAŞ COMARNIC",131336,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:23:01",9921,9827,2,57,35,5573,5481,0,57,35,5419,154,10797,5224,270,379,433,298,1113,3,1,695,2,0,3271,10,1,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"ORAŞ MIZIL",131407,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:11:11",12026,11946,7,67,6,4837,4763,1,67,6,4536,301,13192,8355,226,317,362,254,2125,8,1,575,2,0,581,2,0,214,0,0,0,0,0,0,0,0,744,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"ORAŞ PLOPENI",131443,3,FINAL,UAT,CL,CL_CE,"2024-06-14 15:00:22",7134,7005,9,81,39,4127,4006,1,81,39,3977,150,7778,3651,198,278,318,243,1305,5,0,334,1,1,2020,8,0,0,0,0,0,0,0,129,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"ORAŞ SINAIA",131540,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:37:34",9346,9154,8,135,49,5787,5603,0,135,49,5208,198,10131,4725,260,364,416,302,1218,4,0,702,2,0,2010,6,1,0,0,0,0,0,0,0,0,0,318,1,0,513,1,1,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"ORAŞ SLĂNIC",131577,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:47:57",4457,4384,3,49,21,2603,2533,0,49,21,2490,111,4840,2239,124,174,199,191,758,3,1,365,1,1,449,2,0,0,0,0,0,0,0,455,2,0,463,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"ORAŞ URLAŢI",131620,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:44:16",9033,8974,5,48,6,4373,4318,1,48,6,4204,153,9900,5543,210,294,336,224,1453,6,0,474,2,0,1550,6,1,0,0,0,0,0,0,218,0,0,52,0,0,0,0,0,51,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PRAHOVA,"ORAŞ VĂLENII DE MUNTE",131817,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:30:49",10916,10825,9,54,28,5988,5905,1,54,28,5803,185,11947,5959,290,406,464,309,2913,9,1,502,1,1,411,1,0,0,0,0,132,0,0,277,0,0,978,3,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,1,0,0,0,0,0,0,0,0,0,0,0,0,0
