precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALEXANDRESCU VIRGIL-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","RĂCEANU ELENA-MĂDĂLINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RACHIERU NICOLAE-MIHAIL-PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"ŞCOALA GENERALĂ BUDEASA MARE",253,BUDEASA,14851,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:06:56",1128,1122,3,3,0,694,688,3,3,0,667,27,1200,506,130,96,441
3,ARGEŞ,"ŞCOALA GENERALĂ BUDEASA MICĂ",254,BUDEASA,14851,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:07:18",745,738,3,4,0,485,481,0,4,0,470,14,800,316,41,106,323
3,ARGEŞ,"ŞCOALA GENERALĂ CALOTEŞTI",255,BUDEASA,14851,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:20",818,816,0,2,0,518,516,0,2,0,508,10,900,382,29,34,445
3,ARGEŞ,"ŞCOALA GENERALĂ GĂLĂŞEŞTI",256,BUDEASA,14851,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:12",837,832,0,5,0,508,503,0,5,0,498,10,978,470,37,73,388
