precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TRUŞCĂ LIDIA-ANTONIA-PARTIDUL NAȚIONAL LIBERAL-voturi","NEGRESCU GIGI-COSTINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CREŢESCU REBECA-EUGENIA-PARTIDUL SOCIAL DEMOCRAT-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL PERI",197,HUSNICIOARA,112129,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:26:42",843,618,0,220,5,679,454,0,220,5,331,7,2263,566,182,3,146
27,MEHEDINŢI,"ŞCOALA GENERALĂ BĂDIŢEŞTI",196,HUSNICIOARA,112129,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:54",182,139,0,41,2,150,107,0,41,2,149,1,170,20,126,3,20
27,MEHEDINŢI,"ŞCOALA GIMNAZIALĂ HUSNICIOARA-C2",195,HUSNICIOARA,112129,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:00:14",1610,986,0,606,18,1354,730,0,606,18,662,24,772,86,444,6,212
