precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","SÎMBOUAN VIOREL-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŢĂGŞORU",100,BUDEŞTI,32768,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:20:11",205,189,0,12,4,136,120,0,12,4,126,10,200,64,1,58,5,52,2,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDEŞTI",97,BUDEŞTI,32768,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:14:47",446,427,1,6,12,283,265,0,6,12,262,21,475,192,17,147,8,86,2,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ BUDEŞTI-FÎNAŢE",98,BUDEŞTI,32768,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:33",235,222,0,2,11,164,151,0,2,11,153,11,250,86,4,77,7,45,2,18
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢAGU",99,BUDEŞTI,32768,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:03:34",501,480,0,7,14,326,305,0,7,14,296,30,504,178,26,123,13,96,17,21
