precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
31,PRAHOVA,"CAMIN CULTURAL CHITORANI",356,BUCOV,130785,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:16",1337,1328,1,8,0,646,638,0,8,0,626,20,1500,854,71,376,84,70,3,8,14
31,PRAHOVA,"CAMIN CULTURAL PLEASA",358,BUCOV,130785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:05",1293,1288,1,4,0,612,608,0,4,0,587,25,1400,788,57,355,68,86,8,3,10
31,PRAHOVA,"CAMIN CULTURAL PLEASA",357,BUCOV,130785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:29",1247,1241,2,4,0,590,586,0,4,0,573,17,1400,810,51,341,57,86,7,11,20
31,PRAHOVA,"CLUB PLEASA",359,BUCOV,130785,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:49",1049,1042,1,6,0,407,401,0,6,0,396,11,1100,693,74,223,57,20,4,10,8
31,PRAHOVA,"SALA DE SPORT BUCOV",353,BUCOV,130785,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:13:37",1697,1688,0,7,2,696,687,0,7,2,666,30,1804,1108,91,337,93,97,18,6,24
31,PRAHOVA,"SALA DE SPORT BUCOV",355,BUCOV,130785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:20",1443,1438,5,0,0,649,649,0,0,0,635,14,1600,951,64,308,94,129,12,11,17
31,PRAHOVA,"SALA DE SPORT BUCOV",354,BUCOV,130785,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:15:58",1526,1523,0,3,0,682,679,0,3,0,643,39,1700,1018,66,386,82,61,4,8,36
