precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",310,MACEA,11398,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:49:00",1856,1813,19,8,16,907,880,3,8,16,890,17,2030,1123,594,110,163,23
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",313,MACEA,11398,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:42:23",1035,1028,0,7,0,346,339,0,7,0,307,39,1162,816,198,84,21,4
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",311,MACEA,11398,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:59:39",1884,1867,3,7,7,812,798,0,7,7,780,32,2080,1268,494,131,146,9
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",312,MACEA,11398,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:36",1166,1155,0,10,1,366,355,0,10,1,349,17,1280,914,189,115,42,3
