precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUŢĂ NELU-ALIN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","CHIVU LAURENŢIU-voturi","ŞERBAN SIDOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
20,GORJ,"COLEGIUL ”GHEORGHE TĂTĂRESCU” ROVINARI",90,"ORAŞ ROVINARI",82895,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 11:07:25",1274,1254,2,11,7,522,504,0,11,7,498,24,1400,878,28,19,21,7,262,6,62,93
20,GORJ,"COLEGIUL ”GHEORGHE TĂTĂRESCU” ROVINARI",91,"ORAŞ ROVINARI",82895,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 11:41:23",1119,1106,1,12,0,520,508,0,12,0,499,21,1200,680,35,22,24,12,240,21,69,76
20,GORJ,"GRĂDINIȚA CARTIER VÎRȚ",94,"ORAŞ ROVINARI",82895,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 12:26:48",581,565,0,11,5,389,373,0,11,5,374,15,624,235,12,5,8,0,229,18,36,66
20,GORJ,"GRĂDINIŢA NR. 3 ROVINARI",92,"ORAŞ ROVINARI",82895,5,PART,PRCNCT,CL,CL_SV,"2024-06-14 12:10:03",1245,1237,1,7,0,572,565,0,7,0,561,11,1400,828,26,27,31,21,277,26,81,72
20,GORJ,"GRĂDINIȚA NR. 3 ROVINARI",93,"ORAŞ ROVINARI",82895,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 12:17:28",1156,1140,1,14,1,485,470,0,14,1,472,13,1300,815,13,28,18,3,241,20,64,85
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 ROVINARI",87,"ORAŞ ROVINARI",82895,5,PART,PRCNCT,CL,CL_SV,"2024-06-14 10:43:41",1157,1133,0,24,0,502,478,0,24,0,495,7,1300,798,36,16,31,16,195,17,74,110
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 ROVINARI",86,"ORAŞ ROVINARI",82895,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 10:12:57",1312,1295,1,13,3,599,583,0,13,3,580,19,1400,801,27,19,32,20,276,19,78,109
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 3 ROVINARI",89,"ORAŞ ROVINARI",82895,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 17:22:35",1236,1213,0,20,3,506,483,0,20,3,488,18,1400,894,61,15,53,18,180,18,63,80
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 3 ROVINARI",88,"ORAŞ ROVINARI",82895,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 10:39:55",1263,1244,2,17,0,577,560,0,17,0,553,24,1400,823,61,19,19,11,257,25,76,85
