precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"LICEUL TEHNOLOGIC PLUGARI",586,PLUGARI,98337,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:51:44",1572,1493,0,6,73,699,620,0,6,73,681,18,1600,901,69,568,40,4
24,IAŞI,"SCOALA GIMNAZIALA BOROSOAIA",587,PLUGARI,98337,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:04:58",1215,1178,0,4,33,583,546,0,4,33,563,20,1300,717,20,468,58,17
