precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MELINTE GEORGE-LAURENŢIU-PARTIDUL NAȚIONAL LIBERAL-voturi","BUTNARU GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DRAGOŞ EDUARD-PETRIŞOR-PARTIDUL SOCIAL DEMOCRAT-voturi"
18,GALAŢI,GRĂDINIȚĂ,253,BUCIUMENI,75819,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:40",313,303,0,7,3,190,180,0,7,3,185,5,355,165,34,9,142
18,GALAŢI,"SCOALA CU CLASE I-IV",252,BUCIUMENI,75819,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:50:20",334,323,0,10,1,233,222,0,10,1,231,2,371,138,39,7,185
18,GALAŢI,"SCOALA NATALIA NEGRU",250,BUCIUMENI,75819,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:34",904,884,0,13,7,505,485,0,13,7,481,24,931,426,169,22,290
18,GALAŢI,"SCOALA SMARANDA BRAESCU",251,BUCIUMENI,75819,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:06",393,363,0,24,6,255,225,0,24,6,244,11,410,155,50,15,179
