precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.1, COMUNA REDIU",387,REDIU,77082,6,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:15:04",1230,1144,0,10,76,685,599,0,10,76,653,32,1300,615,197,426,30
18,GALAŢI,"ȘCOALA CU CLASELE I-IV, SAT PLEVNA",388,REDIU,77082,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:31:36",443,417,0,9,17,241,218,0,6,17,230,11,513,272,108,116,6
