county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","ALIANȚA PENTRU AGIGEA-voturi","ALIANȚA PENTRU AGIGEA-mandate-faza-1","ALIANȚA PENTRU AGIGEA-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","CĂLIN IONEL-voturi","CĂLIN IONEL-mandate-faza-1","CĂLIN IONEL-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","COCOŞ GRIGORE-voturi","COCOŞ GRIGORE-mandate-faza-1","COCOŞ GRIGORE-mandate-faza-2","ROBESCU JENICA-voturi","ROBESCU JENICA-mandate-faza-1","ROBESCU JENICA-mandate-faza-2","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-voturi","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-mandate-faza-1","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","ROMAN IOAN-voturi","ROMAN IOAN-mandate-faza-1","ROMAN IOAN-mandate-faza-2","ROTARIU IRINA-IULIANA-voturi","ROTARIU IRINA-IULIANA-mandate-faza-1","ROTARIU IRINA-IULIANA-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","PARTIDUL MAKEDONARMÂNILOR DIN ROMÂNIA-voturi","PARTIDUL MAKEDONARMÂNILOR DIN ROMÂNIA-mandate-faza-1","PARTIDUL MAKEDONARMÂNILOR DIN ROMÂNIA-mandate-faza-2","OVANESIAN FELICIA-NADINA-voturi","OVANESIAN FELICIA-NADINA-mandate-faza-1","OVANESIAN FELICIA-NADINA-mandate-faza-2","POPESCU GEORGE-ANDREI-voturi","POPESCU GEORGE-ANDREI-mandate-faza-1","POPESCU GEORGE-ANDREI-mandate-faza-2","VOINEAGU EUGEN-voturi","VOINEAGU EUGEN-mandate-faza-1","VOINEAGU EUGEN-mandate-faza-2","ALIANȚA NOI SUNTEM MANGALIA-voturi","ALIANȚA NOI SUNTEM MANGALIA-mandate-faza-1","ALIANȚA NOI SUNTEM MANGALIA-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","ALIANȚA PENTRU MEDGIDIA-voturi","ALIANȚA PENTRU MEDGIDIA-mandate-faza-1","ALIANȚA PENTRU MEDGIDIA-mandate-faza-2","CHIRIAC LILIANA-voturi","CHIRIAC LILIANA-mandate-faza-1","CHIRIAC LILIANA-mandate-faza-2","STOIAN PETRICĂ-voturi","STOIAN PETRICĂ-mandate-faza-1","STOIAN PETRICĂ-mandate-faza-2","LUNGU CĂTĂLIN-voturi","LUNGU CĂTĂLIN-mandate-faza-1","LUNGU CĂTĂLIN-mandate-faza-2","CONSTANTIN LUCIAN-voturi","CONSTANTIN LUCIAN-mandate-faza-1","CONSTANTIN LUCIAN-mandate-faza-2","PARTIDUL NEAMUL ROMÂNESC-voturi","PARTIDUL NEAMUL ROMÂNESC-mandate-faza-1","PARTIDUL NEAMUL ROMÂNESC-mandate-faza-2","PARASCHIV IONEL-CLAUDIU-voturi","PARASCHIV IONEL-CLAUDIU-mandate-faza-1","PARASCHIV IONEL-CLAUDIU-mandate-faza-2","STREINU FLORENTIN-voturi","STREINU FLORENTIN-mandate-faza-1","STREINU FLORENTIN-mandate-faza-2","PARTIDUL ADEVĂR, DEMOCRAȚIE, EDUCAȚIE, RECONSTRUCȚIE-voturi","PARTIDUL ADEVĂR, DEMOCRAȚIE, EDUCAȚIE, RECONSTRUCȚIE-mandate-faza-1","PARTIDUL ADEVĂR, DEMOCRAȚIE, EDUCAȚIE, RECONSTRUCȚIE-mandate-faza-2","SCRABA ION-voturi","SCRABA ION-mandate-faza-1","SCRABA ION-mandate-faza-2","CONSTANTIN GEORGEL-voturi","CONSTANTIN GEORGEL-mandate-faza-1","CONSTANTIN GEORGEL-mandate-faza-2","ŞTEFAN MARIA-voturi","ŞTEFAN MARIA-mandate-faza-1","ŞTEFAN MARIA-mandate-faza-2"
14,CONSTANŢA,DOBROMIR,61737,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:47:17",2554,2500,0,21,33,1814,1760,0,21,33,1670,123,2788,967,83,116,133,122,875,7,0,721,5,1,0,0,0,17,0,0,40,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,DUMBRĂVENI,63161,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:10:40",447,373,0,48,26,361,287,0,48,26,350,11,432,71,17,24,28,38,214,5,1,119,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,FÂNTÂNELE,63334,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:36:27",1377,1292,0,25,60,984,899,0,25,60,950,33,1413,421,47,66,76,84,0,0,0,423,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,GÂRLICIU,61808,1,FINAL,UAT,CL,CL_CE,"2024-06-10 17:14:48",1236,1196,0,25,15,827,787,0,25,15,789,38,1318,491,39,55,63,78,498,6,0,204,2,1,0,0,0,29,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,GHINDĂREŞTI,61826,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:49:18",2161,2135,4,8,14,1068,1044,2,8,14,1011,44,2367,1312,50,70,80,91,319,3,0,129,1,0,329,3,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,GRĂDINA,63326,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:56:43",831,829,0,2,0,511,509,0,2,0,472,39,918,407,23,33,37,52,0,0,0,472,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,HORIA,63278,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:21:28",890,867,0,14,9,521,498,0,14,9,503,18,968,447,25,35,40,52,351,6,1,125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,INDEPENDENŢA,61871,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:46:36",2325,2270,2,19,34,1464,1410,1,19,34,1377,87,2510,1046,68,96,110,125,588,4,1,265,2,0,0,0,0,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"ION CORVIN",61951,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:15:28",1490,1424,1,26,39,1042,976,1,26,39,1006,35,1646,605,50,70,80,91,391,4,0,157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,458,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,ISTRIA,62020,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:16:20",1944,1913,1,14,16,1200,1170,0,14,16,1156,44,2102,902,57,80,92,105,264,2,0,789,7,1,0,0,0,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,LIMANU,60632,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:03:46",5679,5601,16,35,27,3110,3048,0,35,27,3020,88,6178,3070,151,211,241,201,504,2,1,1862,9,0,0,0,0,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,LIPNIŢA,62057,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:59:38",2044,2011,0,26,7,1255,1222,0,26,7,1216,39,2567,1304,60,85,97,107,545,5,0,567,5,0,0,0,0,70,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,LUMINA,63152,1,FINAL,UAT,CL,CL_CE,"2024-06-11 20:09:32",10173,10037,9,112,15,5188,5061,0,112,15,5014,173,11104,5916,250,350,401,266,1369,5,0,1624,6,0,276,1,0,627,2,1,0,0,0,382,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,170,0,0,260,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,MERENI,62137,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:53:08",1913,1868,1,13,31,1221,1177,0,13,31,1177,44,2059,838,58,82,94,107,376,3,0,379,3,1,68,0,1,107,1,0,0,0,0,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"MIHAIL KOGĂLNICEANU",62191,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:10:47",7946,7841,7,76,22,4280,4181,1,76,22,4089,123,8962,4687,204,286,327,265,2797,10,1,401,1,0,0,0,0,495,1,1,285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"MIHAI VITEAZU",62253,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:50:19",2815,2771,1,17,26,1597,1553,1,17,26,1521,74,3087,1492,76,106,121,117,553,4,1,549,4,1,0,0,0,119,1,0,300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"MIRCEA VODĂ",62280,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:18:25",4199,4160,1,12,26,2374,2336,0,12,26,2251,118,4574,2205,112,157,180,146,598,4,0,1281,8,1,0,0,0,312,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"MUNICIPIUL CONSTANŢA",60419,1,FINAL,UAT,CL,CL_CE,"2024-06-12 18:06:31",252662,250385,645,1534,98,108571,106949,15,1509,98,104551,3851,276896,167918,5227,7318,8364,3164,23373,7,0,24665,7,1,0,0,0,16044,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,0,0,21348,6,0,0,0,0,0,0,0,1286,0,0,0,0,0,0,0,0,0,0,0,1468,0,0,0,0,0,0,0,0,0,0,0,3661,0,0,1237,0,0,601,0,0,1844,0,0,3661,1,0,1543,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"MUNICIPIUL MANGALIA",60482,1,FINAL,UAT,CL,CL_CE,"2024-06-10 22:31:54",32490,32126,31,227,106,16577,16243,2,227,105,15889,624,35604,19076,794,1112,1271,688,5488,7,1,3892,5,0,1177,1,1,2531,3,1,522,0,0,0,0,0,132,0,0,0,0,0,234,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,0,0,266,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"MUNICIPIUL MEDGIDIA",60847,1,FINAL,UAT,CL,CL_CE,"2024-06-11 12:58:08",34518,34234,24,248,12,14470,14210,0,248,12,13670,800,37792,23322,683,956,1093,631,6888,10,1,2918,4,1,0,0,0,1290,2,0,902,1,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"NICOLAE BĂLCESCU",62440,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:37:03",4383,4291,2,37,53,2749,2659,0,37,53,2574,119,4748,2055,128,180,205,162,1309,8,1,494,3,0,0,0,0,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,35,0,0,60,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,OLTINA,62486,2,FINAL,UAT,CL,CL_CE,"2024-06-14 11:21:33",1954,1848,0,46,60,1353,1250,0,45,58,1301,52,2071,714,65,91,104,118,485,4,0,748,6,0,0,0,0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"ORAŞ CERNAVODĂ",60776,1,FINAL,UAT,CL,CL_CE,"2024-06-11 21:02:53",14723,14585,23,79,36,7203,7087,1,79,36,6991,208,16168,8943,349,489,559,383,2070,5,1,1683,4,0,691,1,1,1177,3,0,0,0,0,176,0,0,891,2,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"ORAŞ EFORIE",60455,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:01:57",9072,8958,50,39,25,4562,4498,0,39,25,4331,226,9943,5381,216,303,346,236,2394,10,0,541,2,0,0,0,0,728,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,358,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"ORAŞ HÂRŞOVA",60801,1,FINAL,UAT,CL,CL_CE,"2024-06-11 13:22:02",8338,8223,5,73,37,4514,4403,1,73,37,4251,263,9104,4590,212,297,340,241,1536,6,0,1452,6,0,0,0,0,1119,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"ORAŞ MURFATLAR",62360,2,FINAL,UAT,CL,CL_CE,"2024-06-19 15:30:01",8704,8611,4,55,34,4730,4645,0,52,33,4577,132,9519,4810,228,320,366,251,3174,12,1,708,2,1,0,0,0,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"ORAŞ NĂVODARI",60507,1,FINAL,UAT,CL,CL_CE,"2024-06-10 17:18:53",36208,35872,101,205,30,15911,15675,1,205,30,15273,549,39512,23653,763,1069,1221,744,2287,3,0,4510,6,0,1377,1,1,1469,1,1,850,1,0,1161,1,1,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2499,3,0,176,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"ORAŞ NEGRU VODĂ",62397,1,FINAL,UAT,CL,CL_CE,"2024-06-12 02:05:38",4392,4313,2,63,14,2382,2305,0,63,14,2281,89,4765,2395,114,159,182,145,824,5,1,429,2,1,73,0,0,924,6,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,CONSTANŢA,"ORAŞ OVIDIU",60687,1,FINAL,UAT,CL,CL_CE,"2024-06-10 19:07:08",13361,13232,22,90,17,6957,6850,0,90,17,6689,251,14344,7367,334,468,535,393,3875,9,1,1269,3,0,574,1,0,617,1,1,354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
