precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","AILENEI DUMITRU-voturi"
7,BOTOŞANI,"CĂMIN CULTURAL BRĂEŞTI",166,BRĂEŞTI,36373,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:03:45",1133,1095,0,6,32,719,681,0,6,32,695,24,1200,481,168,255,142,63,10,57
7,BOTOŞANI,"SCOALA POIANA 2",167,BRĂEŞTI,36373,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:54:09",364,350,0,5,9,364,350,0,5,9,237,13,390,140,36,95,79,19,1,7
7,BOTOŞANI,"ŞCOALA POPENI",168,BRĂEŞTI,36373,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:04:38",220,208,0,9,3,146,134,0,9,3,141,5,220,74,36,84,6,11,1,3
