precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
28,MUREŞ,"CĂMIN CULTURAL BORD",334,CUCERDEA,116395,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:27:40",102,94,0,4,4,68,60,0,4,4,62,6,111,43,8,2,33,19
28,MUREŞ,"PRIMĂRIA COMUNEI CUCERDEA",333,CUCERDEA,116395,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:28",592,540,1,16,35,334,283,0,16,35,320,14,590,256,66,27,175,52
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ȘEULIA DE MUREȘ",335,CUCERDEA,116395,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:40:08",468,446,1,4,17,241,220,0,4,17,231,10,490,249,119,16,62,34
