precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GAVRILAŞ CORNELIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞERBAN VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","STANCU RADU-PARTIDUL SOCIAL DEMOCRAT-voturi","GUŢĂ BOGDAN-GHEORGHE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ CĂTUNU",208,CORNEŞTI,67014,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:58",681,648,0,30,3,438,405,0,30,3,425,13,720,282,8,76,201,140
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ CORNEŞTI",206,CORNEŞTI,67014,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:17:24",1345,1306,3,24,12,867,831,0,24,12,853,14,1426,559,58,37,376,382
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ FRASINU",210,CORNEŞTI,67014,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:30",486,465,2,19,0,272,253,0,19,0,263,9,520,248,8,15,103,137
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ BUJOREANCA",207,CORNEŞTI,67014,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:32:04",375,359,0,16,0,237,221,0,16,0,230,7,400,163,13,17,117,83
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ CRIVĂŢU",209,CORNEŞTI,67014,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:45:53",202,194,0,7,1,145,137,0,7,1,145,0,220,75,5,12,97,31
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ”GRIGORE STĂNESCU ” POSTÎRNACU",212,CORNEŞTI,67014,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:24:20",661,643,0,15,3,345,327,0,15,3,337,8,710,365,22,34,129,152
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ IBRIANU",211,CORNEŞTI,67014,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:00",603,584,0,17,2,389,370,0,17,2,381,8,650,261,49,44,135,153
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ UNGURENI",213,CORNEŞTI,67014,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:28",670,654,0,13,3,457,441,0,13,3,440,17,720,263,22,27,115,276
