precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TULVAN CĂLIN-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","TULVAN FĂNEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CĂMINUL CULTURAL",349,"CRIŞTIORU DE JOS",28889,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:10:06",71,57,0,13,1,50,36,0,13,1,48,2,70,20,16,32
5,BIHOR,"CĂMINUL CULTURAL",350,"CRIŞTIORU DE JOS",28889,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:07",386,339,0,38,9,298,251,0,38,9,292,6,393,95,154,138
5,BIHOR,"CĂMINUL CULTURAL",348,"CRIŞTIORU DE JOS",28889,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:44:49",288,254,0,22,12,213,179,0,22,12,209,4,307,94,66,143
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR. 1 SĂLIȘTE DE VAȘCĂU",351,"CRIŞTIORU DE JOS",28889,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:23:16",346,305,1,32,8,271,230,1,32,8,264,7,339,68,131,133
