precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FRĂŢILOIU ŞTEFAN-voturi"
10,BUZĂU,"CĂMINUL CULTURAL MUSCELUL CĂRĂMĂNEŞTI",221,COLŢI,46439,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:02:20",62,54,0,8,0,42,34,0,8,0,41,1,64,22,15,3,4,18,1
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ALUNIȘ",219,COLŢI,46439,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:07:38",117,109,0,8,0,88,80,0,8,0,86,2,120,32,5,8,12,57,4
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COLȚI",218,COLŢI,46439,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:42",350,337,0,7,6,273,260,0,7,6,253,20,380,107,33,17,36,146,21
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COLȚII DE JOS",220,COLŢI,46439,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:43:37",231,222,0,5,4,169,160,0,5,4,158,11,236,67,6,8,56,79,9
