precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
14,CONSTANŢA,"CENTRU DE TINERET",559,"VALU LUI TRAIAN",63125,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:10:52",1929,1919,0,9,1,1018,1008,0,9,1,996,22,2100,1082,748,139,64,45
14,CONSTANŢA,"CLĂDIRE VESTIARE TEREN FOTBAL (STADION)",556,"VALU LUI TRAIAN",63125,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:25:15",1878,1870,1,6,1,962,955,0,6,1,914,48,2061,1099,666,150,70,28
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",560,"VALU LUI TRAIAN",63125,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:06",1824,1816,0,7,1,956,948,0,7,1,939,17,1991,1035,687,155,59,38
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",555,"VALU LUI TRAIAN",63125,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:35:29",2018,1991,4,20,3,1077,1054,0,20,3,1055,22,2208,1131,791,140,74,50
14,CONSTANŢA,"PIAŢA AGROALIMENTARĂ-CENTRUL TRANSFRONTALIER DE AFACERI",557,"VALU LUI TRAIAN",63125,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:01",1550,1536,5,8,1,889,880,0,8,1,875,14,1691,802,638,134,72,31
14,CONSTANŢA,"SALA DE SPORT",553,"VALU LUI TRAIAN",63125,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:21:15",1898,1877,4,9,8,953,936,0,9,8,923,30,2064,1111,689,126,67,41
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ NR.1",554,"VALU LUI TRAIAN",63125,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:20",1657,1646,0,6,5,907,896,0,6,5,867,40,1834,927,623,180,64,0
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ ”VICEAMIRAL IOAN MURGESCU”",558,"VALU LUI TRAIAN",63125,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:16:24",1819,1810,0,6,3,970,961,0,6,3,947,23,1997,1027,691,139,80,37
