precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
17,DOLJ,"ȘCOALA CLASELE I-IV ȚĂRȚĂL",509,TESLUI,74411,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:52",269,258,0,11,0,172,161,0,11,0,170,2,300,128,24,110,18,4,14
17,DOLJ,"ȘCOALA GENERALĂ CLASELE V-VIII PREAJBA DE PĂDURE",508,TESLUI,74411,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:25:07",581,576,0,5,0,397,392,0,5,0,378,19,600,203,20,307,25,16,10
17,DOLJ,"SCOALA GIMNAZIALA TESLUI",507,TESLUI,74411,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:06:41",423,416,0,7,0,229,222,0,7,0,208,21,445,216,57,107,22,17,5
17,DOLJ,"SCOALA VIISOARA MOSNENI",510,TESLUI,74411,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:37",427,419,0,8,0,266,258,0,8,0,246,20,500,234,62,135,33,12,4
