county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","STOIAN FLORIAN-voturi","STOIAN FLORIAN-mandate-faza-1","STOIAN FLORIAN-mandate-faza-2","OLTEANU MIRCEA-voturi","OLTEANU MIRCEA-mandate-faza-1","OLTEANU MIRCEA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","GHERA MITICĂ-EUGEN-voturi","GHERA MITICĂ-EUGEN-mandate-faza-1","GHERA MITICĂ-EUGEN-mandate-faza-2","GHEORGHE MARIAN-voturi","GHEORGHE MARIAN-mandate-faza-1","GHEORGHE MARIAN-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","DOBRE DAN-GEORGE-voturi","DOBRE DAN-GEORGE-mandate-faza-1","DOBRE DAN-GEORGE-mandate-faza-2","IORDAN SERGIU-MIHAI-voturi","IORDAN SERGIU-MIHAI-mandate-faza-1","IORDAN SERGIU-MIHAI-mandate-faza-2","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","ALBU PAUL-voturi","ALBU PAUL-mandate-faza-1","ALBU PAUL-mandate-faza-2","ALMĂJANU RALUCA-GABRIELA-voturi","ALMĂJANU RALUCA-GABRIELA-mandate-faza-1","ALMĂJANU RALUCA-GABRIELA-mandate-faza-2","MARDALE SANDU-NICU-voturi","MARDALE SANDU-NICU-mandate-faza-1","MARDALE SANDU-NICU-mandate-faza-2","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-1","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","DOBRE FLORIN-voturi","DOBRE FLORIN-mandate-faza-1","DOBRE FLORIN-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-mandate-faza-2","COMAN IONUŢ-voturi","COMAN IONUŢ-mandate-faza-1","COMAN IONUŢ-mandate-faza-2"
36,TELEORMAN,GĂLĂTENI,153026,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:53:51",2040,1895,0,106,39,1510,1365,0,106,39,1438,72,2071,561,71,100,115,130,524,4,0,835,6,0,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,GRATIA,153062,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:01:38",2026,1912,0,56,58,1394,1280,0,56,58,1361,33,2165,771,68,95,108,121,959,7,1,238,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,ISLAZ,151736,1,FINAL,UAT,CL,CL_CE,"2024-06-10 17:59:17",3905,3818,1,45,41,2245,2159,0,45,41,2153,92,4221,1976,107,150,172,159,1054,6,1,804,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,IZVOARELE,153106,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:04:33",1928,1874,0,12,42,1189,1135,0,12,42,1162,27,2056,867,58,81,92,105,836,7,1,261,2,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,LISA,153124,2,FINAL,UAT,CL,CL_CE,"2024-06-22 12:19:22",1800,1660,1,22,117,1129,989,1,22,117,1110,19,1808,679,55,77,88,100,183,1,1,927,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,LIŢA,151763,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:34:17",2095,2006,0,30,59,1376,1287,0,30,59,1322,54,2182,806,66,92,105,117,866,7,0,313,2,1,29,0,0,0,0,0,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,LUNCA,153151,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:29:18",2691,2597,0,26,68,1530,1436,0,26,68,1480,50,2847,1315,74,103,118,111,966,8,1,36,0,0,478,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,MĂGURA,153240,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:15:30",2124,2023,1,30,70,1405,1305,0,30,70,1376,29,2215,810,68,96,110,125,1012,8,0,119,0,1,245,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,MĂLDĂENI,153277,2,FINAL,UAT,CL,CL_CE,"2024-06-17 17:23:26",3240,3134,0,24,82,1911,1805,0,24,82,1837,74,3508,1597,91,128,146,141,1007,7,0,416,2,1,414,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,MÂRZĂNEŞTI,153339,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:37:03",3057,2723,0,188,146,2392,2058,0,188,146,2144,90,3013,778,107,150,171,153,1009,6,1,988,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,MAVRODIN,153204,2,FINAL,UAT,CL,CL_CE,"2024-06-22 14:10:54",1988,1892,0,50,46,1435,1339,0,50,46,1378,57,2066,631,68,96,110,119,444,3,1,750,6,0,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,MERENI,153295,2,FINAL,UAT,CL,CL_CE,"2024-06-11 20:19:16",1984,1923,0,7,54,1205,1144,0,7,54,1169,35,2121,884,58,81,93,106,58,0,1,994,9,0,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,MOŞTENI,153384,1,FINAL,UAT,CL,CL_CE,"2024-06-10 04:44:02",1140,1025,0,62,53,877,762,0,62,53,863,14,1184,307,43,60,69,95,645,6,1,159,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,"MUNICIPIUL ALEXANDRIA",151790,2,FINAL,UAT,CL,CL_CE,"2024-06-22 20:04:36",38714,38317,44,297,56,16654,16297,4,297,56,16100,554,43171,26517,805,1127,1288,778,8469,10,1,3923,5,0,1457,1,1,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,FINAL,UAT,CL,CL_CE,"2024-06-15 22:44:13",23333,23120,9,110,94,9212,9009,0,109,94,8804,400,25721,16517,440,616,704,463,4202,9,0,806,1,1,1020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,"MUNICIPIUL TURNU MĂGURELE",151683,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:39:43",21778,21589,17,105,67,8360,8185,3,105,67,7996,316,23888,15576,399,559,639,408,4335,10,1,1318,3,0,981,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,645,1,1,0,0,0,484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,NANOV,151816,2,FINAL,UAT,CL,CL_CE,"2024-06-22 19:48:11",3127,2998,0,103,26,2090,1961,0,103,26,2044,46,3269,1179,102,143,163,152,777,5,0,1199,7,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,NĂSTURELU,153400,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:03:56",1929,1873,0,36,20,1345,1289,0,36,20,1284,61,2091,746,64,89,102,116,833,7,0,330,2,1,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,NECŞEŞTI,153437,1,FINAL,UAT,CL,CL_CE,"2024-06-10 04:42:44",766,708,0,26,32,483,425,0,26,32,465,18,807,324,23,32,37,51,465,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,NENCIULEŞTI,154996,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:28:55",1898,1810,1,37,50,1170,1089,1,37,43,1080,83,1981,818,54,75,86,96,572,5,1,391,4,0,95,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,OLTENI,153473,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:44:07",2365,2280,0,77,8,1731,1646,0,77,8,1677,54,2495,764,83,117,134,148,531,3,1,48,0,0,519,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,"ORAŞ VIDELE",151905,1,FINAL,UAT,CL,CL_CE,"2024-06-10 23:33:18",8700,8541,7,128,24,5670,5518,0,128,24,5463,193,9482,3823,273,382,437,301,1645,5,0,1888,6,0,494,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,1,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,791,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,"ORAŞ ZIMNICEA",151978,1,FINAL,UAT,CL,CL_CE,"2024-06-10 17:27:03",11742,11528,8,86,120,5806,5600,0,86,120,5596,207,12707,6904,279,391,447,301,3446,11,0,1110,3,1,571,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,ORBEASCA,153507,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:38:24",5717,5504,1,90,122,3875,3663,0,90,122,3724,149,6179,2304,186,260,297,235,1173,4,1,1871,7,1,201,0,1,0,0,0,294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,PERETU,153543,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:09:12",5560,5524,0,30,6,3312,3276,0,30,6,3175,137,6068,2756,158,222,254,200,1510,7,1,1007,5,1,113,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,PIATRA,153561,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:44:40",2391,2231,1,126,33,1730,1571,0,126,33,1632,50,2510,828,81,114,130,138,896,6,1,321,2,0,307,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,PIETROŞANI,153589,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:26:24",2040,1891,1,55,93,1445,1299,1,55,90,1412,33,2136,674,70,98,112,127,446,3,1,661,5,0,161,1,0,0,0,0,0,0,0,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,PLOPII-SLĂVITEŞTI,153623,1,FINAL,UAT,CL,CL_CE,"2024-06-11 20:07:00",1927,1702,0,146,79,1583,1358,0,146,79,1431,88,1946,413,71,100,114,130,289,2,0,520,4,0,419,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,1,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,PLOSCA,153605,2,FINAL,UAT,CL,CL_CE,"2024-06-14 22:17:04",4450,4386,1,29,34,3012,2949,0,29,34,2911,101,4676,1664,145,203,232,194,1183,6,0,1314,6,1,267,1,0,0,0,0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,POENI,153696,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:05:24",2246,2147,0,68,31,1669,1570,0,68,31,1597,72,2355,686,79,111,127,145,643,4,0,518,3,1,324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,1,0,0,0,0,0,0,0,0,0
36,TELEORMAN,POROSCHIA,151834,2,FINAL,UAT,CL,CL_CE,"2024-06-12 21:25:29",3590,3536,3,51,0,2433,2381,1,51,0,2306,127,3893,1460,115,161,184,166,1489,8,1,62,0,0,504,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,1,0,0,0,0,0,0,0
36,TELEORMAN,PURANI,155136,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:21:04",1202,1092,0,60,50,858,748,0,60,50,814,44,1191,333,40,56,65,90,104,1,0,710,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,PUTINEIU,153829,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:25:42",1571,1461,0,71,39,1164,1054,0,71,39,1120,44,1594,430,56,78,89,101,253,2,0,867,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,RĂDOIEŞTI,153865,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:47:17",1517,1411,0,31,75,926,820,0,31,75,897,29,1634,708,44,62,71,81,689,8,0,208,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,RĂSMIREŞTI,153909,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:33:15",790,591,2,164,33,624,425,2,164,33,601,23,830,206,30,42,48,66,170,2,1,431,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,SĂCENI,153972,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:41:34",868,800,0,50,18,633,565,0,50,18,596,37,867,234,29,41,47,63,283,4,0,160,2,1,127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,SAELELE,155145,2,FINAL,UAT,CL,CL_CE,"2024-06-13 21:06:57",1847,1735,0,14,98,1115,1003,0,14,98,1088,27,1911,796,54,76,87,98,985,10,0,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,SALCIA,153936,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:39:03",1984,1814,0,75,95,1234,1064,0,75,95,1199,35,2027,793,59,83,95,109,737,6,1,163,1,0,230,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,SÂRBENI,154308,2,FINAL,UAT,CL,CL_CE,"2024-06-22 19:27:20",1229,1019,1,182,27,938,731,0,182,25,903,26,1124,153,45,63,72,100,721,7,0,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,SCRIOAŞTEA,154013,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:31:23",3045,2421,437,100,87,2218,2031,0,100,87,2172,46,3247,1026,108,152,173,162,2108,13,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,"SCURTU MARE",154068,2,FINAL,UAT,CL,CL_CE,"2024-06-22 18:41:09",1362,1123,1,131,107,1093,855,0,131,107,998,47,1242,197,49,69,79,87,420,4,1,157,1,1,321,3,0,0,0,0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,SEACA,154139,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:19:31",1906,1676,0,121,109,1211,981,0,121,109,1172,39,1959,748,58,82,93,104,366,3,1,778,7,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
