precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BEJAN VASILE-UNIUNEA SALVAȚI ROMÂNIA-voturi","ABDULA ŞTEFĂNEL-PARTIDUL SOCIAL DEMOCRAT-voturi","GAL ALINA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BOGDAN LUCIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FLOREA DĂNUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"PRIMĂRIA GĂICEANA",352,GĂICEANA,22665,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:28:42",723,704,0,9,10,444,425,0,9,10,425,19,800,356,6,116,49,12,242
4,BACĂU,"ŞCOALA ARINI",353,GĂICEANA,22665,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:20:20",958,945,3,4,6,535,525,0,4,6,499,36,1000,465,5,45,393,2,54
4,BACĂU,"ŞCOALA HUŢU",354,GĂICEANA,22665,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:55",452,445,0,4,3,302,295,0,4,3,292,10,500,198,22,136,22,5,107
