precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUREA DUMITRU-FORȚA DREPTEI-voturi","SECIU COSTEL-voturi","GRIGORAŞ ADRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","RUSU COSTEL-voturi","DRILEA VALENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CIOBOTARU BOGDAN-GEORGE-PARTIDUL MIȘCAREA POPULARĂ-voturi","LUNCAŞU CIPRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
41,VRANCEA,"GRADINITA SPERIETI",216,MOVILIŢA,176793,3,PART,PRCNCT,P,P_SV,"2024-06-13 12:19:49",394,386,2,3,3,198,192,0,3,3,185,13,433,235,24,66,66,8,12,0,9
41,VRANCEA,"SCOALA NR.1",218,MOVILIŢA,176793,3,PART,PRCNCT,P,P_SV,"2024-06-13 15:25:02",710,702,1,4,3,354,347,0,4,3,340,14,799,445,14,101,145,12,24,33,11
41,VRANCEA,"SCOALA NR.2",217,MOVILIŢA,176793,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:27",623,615,0,2,6,329,321,0,2,6,313,16,671,342,12,105,126,11,37,11,11
41,VRANCEA,"SCOALA PRIMARA DIOCHETI-REDIU",219,MOVILIŢA,176793,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:59:44",561,550,0,9,2,302,291,0,9,2,278,22,605,303,180,32,44,5,7,4,6
41,VRANCEA,"SCOALA PRIMARA FRECATEI",220,MOVILIŢA,176793,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:09",411,403,0,8,0,178,170,0,8,0,160,18,441,263,12,55,52,8,19,7,7
41,VRANCEA,"SCOALA PRIMARA TROTUSANU",221,MOVILIŢA,176793,2,PART,PRCNCT,P,P_SV,"2024-06-13 15:15:09",379,365,1,9,4,227,214,0,9,4,216,11,404,177,5,47,45,3,104,5,7
