precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COZAROV RAUL-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢÂŢU LIVIU-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL PERCOSOVA",272,"ORAŞ GĂTAIA",157086,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:46:01",239,222,0,9,8,138,121,0,9,8,130,8,300,162,121,9
37,TIMIŞ,"CASA DE CULTURĂ GĂTAIA",268,"ORAŞ GĂTAIA",157086,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:54:06",1358,1338,5,10,5,611,596,0,10,5,596,15,1500,889,535,61
37,TIMIŞ,"PRIMARIA ORAS GATAIA",269,"ORAŞ GĂTAIA",157086,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:23",1305,1288,0,12,5,544,527,0,12,5,509,35,1400,856,436,73
37,TIMIŞ,"ŞCOALA PRIMARĂ BUTIN",271,"ORAŞ GĂTAIA",157086,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:17",307,297,0,6,4,183,173,0,6,4,179,4,400,217,164,15
37,TIMIŞ,"SCOALA PRIMARA SCULIA",270,"ORAŞ GĂTAIA",157086,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:57:22",1694,1675,1,13,5,794,776,0,13,5,759,35,1700,906,694,65
37,TIMIŞ,"ŞCOALA PRIMARĂ ŞEMLACUL MIC",274,"ORAŞ GĂTAIA",157086,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:32:16",147,137,0,10,0,81,71,0,10,0,79,2,203,122,75,4
37,TIMIŞ,"SCOALA PRIMARA SEMLACU MARE",273,"ORAŞ GĂTAIA",157086,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:02",254,238,0,7,9,115,99,0,7,9,111,4,300,185,98,13
