precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
5,BIHOR,"CĂMIN CULTURAL",450,MĂGEŞTI,30069,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:00:29",386,365,0,14,7,276,255,0,14,7,268,8,427,151,102,19,3,95,0,49
5,BIHOR,"CĂMINUL CULTURAL BUTANI",448,MĂGEŞTI,30069,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:54:51",278,273,0,3,2,182,179,0,1,2,178,4,311,128,44,7,3,56,5,63
5,BIHOR,"CĂMINUL CULTURAL CACUCIU NOU",449,MĂGEŞTI,30069,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:26:22",305,286,0,17,2,215,196,0,17,2,210,5,320,105,87,9,68,28,0,18
5,BIHOR,"CĂMINUL CULTURAL GĂLĂŞENI",451,MĂGEŞTI,30069,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:23:39",219,211,0,5,3,156,148,0,5,3,153,3,240,84,37,12,2,81,2,19
5,BIHOR,"CĂMINUL CULTURAL JOSANI",452,MĂGEŞTI,30069,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:15",267,249,2,5,11,185,169,0,5,11,182,3,292,107,25,12,5,68,2,70
5,BIHOR,"PRIMĂRIA MĂGEŞTI",447,MĂGEŞTI,30069,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:09",222,204,0,12,6,157,139,0,12,6,148,9,240,83,25,10,7,79,1,26
5,BIHOR,"ŞCOALA GENERALĂ",453,MĂGEŞTI,30069,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:03:38",463,443,2,13,5,337,318,1,13,5,313,24,493,156,118,17,1,139,27,11
