precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
20,GORJ,"GRĂDINIŢA HOTĂROASA",328,URDARI,82733,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:05:12",440,429,0,8,3,302,291,0,8,3,281,21,500,198,112,89,30,50
20,GORJ,"ŞCOALA GIMNAZIALĂ FÂNTÂNELE",329,URDARI,82733,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:25:18",781,775,0,1,5,552,546,0,1,5,516,31,872,325,85,221,132,78
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 URDARI",327,URDARI,82733,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:26:39",1310,1285,0,9,16,869,844,0,9,16,839,30,1400,531,158,301,162,218
