precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HOHOTĂ ELENA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHICA GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi","BURLACU ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GURA DIMIENII",142,BECENI,45003,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:56",747,696,0,25,26,543,492,0,25,26,539,4,800,257,13,86,440
10,BUZĂU,"ŞCOALA GIMNAZIALĂ VALEA PĂRULUI",144,BECENI,45003,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:43",1101,1055,0,27,19,628,582,0,27,19,608,20,1152,524,18,92,498
10,BUZĂU,"ŞCOALA PRIMARĂ BECENI",140,BECENI,45003,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:07:04",810,772,0,22,16,519,481,0,22,16,510,9,870,351,20,78,412
10,BUZĂU,"ŞCOALA PRIMARĂ FLOREŞTI",141,BECENI,45003,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:00:26",178,158,0,9,11,125,105,0,9,11,121,4,200,75,4,13,104
10,BUZĂU,"ŞCOALA PRIMARĂ IZVORU DULCE",143,BECENI,45003,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:47:05",416,403,0,10,3,416,403,0,10,3,407,9,740,324,48,94,265
