precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CICEU-CORABIA",125,CICEU-MIHĂIEŞTI,179953,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:59:22",117,105,0,10,2,79,67,0,10,2,72,7,120,41,4,6,36,6,0,20,0,0,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GENERALĂ CLASELE I - IV NEPOS",138,FELDRU,33248,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:47",1553,1532,2,6,13,754,734,1,6,13,721,33,1598,844,30,70,319,266,4,22,1,2,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CRISTEŞTII CICEULUI",303,URIU,35269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:35",1011,979,1,14,17,581,550,0,14,17,547,34,1090,509,17,49,174,267,0,33,3,3,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CRISTUR-ŞIEU",267,ŞIEU-ODORHEI,34770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:55",379,372,2,4,1,246,241,0,4,1,232,14,400,154,7,30,68,107,0,11,2,0,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DELURENI",307,URMENIŞ,35312,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:22",249,246,0,3,0,146,143,0,3,0,133,13,250,104,4,23,42,59,0,5,0,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DIPŞA CLASELE I - IV",141,"GALAŢII BISTRIŢEI",33275,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:13",684,674,0,1,9,354,344,0,1,9,331,23,700,346,17,21,201,62,8,16,5,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DUMITRA",128,DUMITRA,33202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:47",1128,1098,5,7,18,663,638,0,7,18,617,46,1232,569,23,97,236,106,20,125,8,0,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DUMITRA",129,DUMITRA,33202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:21",1475,1465,1,4,5,892,883,0,4,5,855,37,1600,708,27,173,264,233,39,113,2,1,3
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GENERALĂ FÎNTÎNIŢA",189,"MICEŞTII DE CÂMPIE",33845,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:24",262,249,0,1,12,182,169,0,1,12,162,20,300,118,91,11,35,10,0,8,6,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ HĂŞMAŞU CICEULUI",304,URIU,35269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:19",181,173,0,8,0,117,109,0,8,0,109,8,190,73,7,7,37,52,1,5,0,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ HERINA CLASELE I - IV",142,"GALAŢII BISTRIŢEI",33275,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:39",444,436,0,5,3,259,251,0,5,3,245,14,480,221,14,19,192,10,2,4,2,2,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ILIŞUA",305,URIU,35269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:00",626,599,0,12,15,386,359,0,12,15,376,10,657,271,10,41,124,177,3,15,5,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ LELEŞTI",126,CICEU-MIHĂIEŞTI,179953,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:53",121,112,1,8,0,74,66,0,8,0,70,4,121,47,3,3,44,6,1,11,1,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ LUNCA SĂTEASCĂ",282,TÂRLIŞUA,35152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:55",472,441,1,12,18,265,235,0,12,18,241,24,503,138,9,8,137,76,1,3,2,5,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ NR. 2 LUNCA LEŞULUI",161,LEŞU,33514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:14",947,925,0,7,15,629,607,0,7,15,561,68,1000,371,19,58,224,168,0,81,9,0,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PERIŞOR",312,ZAGRA,35429,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:07:09",413,403,0,3,7,243,233,0,3,7,227,16,450,207,10,16,132,67,0,2,0,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PODEREE",137,FELDRU,33248,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:56",410,399,0,7,4,220,209,0,7,4,188,32,447,227,8,24,83,60,1,8,0,0,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ POIENILE ZAGREI",313,ZAGRA,35429,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:05",710,690,0,6,14,425,405,0,6,14,414,11,750,325,2,18,363,24,1,1,3,2,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PRUNDU BÂRGĂULUI",219,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:23",1110,1098,1,3,8,607,596,0,3,8,586,21,1200,593,7,49,417,78,10,17,2,1,5
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GENERALĂ PRUNDU BÂRGĂULUI",220,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:45",1417,1410,4,0,3,736,733,0,0,3,706,30,1500,764,8,86,469,85,4,49,0,1,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PURCĂRETE",198,NEGRILEŞTI,179659,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:01",175,162,0,10,3,113,100,0,10,3,111,2,189,76,2,6,20,26,1,3,53,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ RETEAG POIENI, CLASELE I - IV",216,"PETRU RAREŞ",34173,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:48",746,738,0,4,4,352,344,0,4,4,288,56,800,456,21,53,82,107,2,16,5,0,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ŞIRIOARA",268,ŞIEU-ODORHEI,34770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:10",199,190,1,2,6,136,128,0,2,6,130,6,200,64,3,8,67,23,1,7,1,0,20
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ SUPLAI",314,ZAGRA,35429,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:07:58",533,517,0,4,12,289,273,0,4,12,279,10,580,291,5,13,245,13,0,1,0,0,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ TĂRPIU",131,DUMITRA,33202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:46",795,782,0,6,7,378,365,0,6,7,350,28,843,465,4,43,170,100,13,15,3,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ URIU",302,URIU,35269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:20:43",1347,1276,1,33,37,896,826,0,33,37,860,36,1402,506,213,34,141,434,6,29,1,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ZAGRA",310,ZAGRA,35429,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:33",828,801,0,4,23,543,516,0,4,23,508,35,900,357,26,50,336,71,1,17,5,2,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ANIEŞ",174,MAIERU,33621,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:41",1521,1515,1,0,5,965,960,0,0,5,898,67,1650,685,26,247,345,226,5,29,7,3,10
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ARTEMIU PUBLIU ALEXI” SÎNGEORZ-BĂI",79,"ORAŞ SÂNGEORZ-BĂI",32599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:58",1451,1440,3,8,0,732,724,0,8,0,682,50,1600,868,19,76,229,297,6,48,5,0,2
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ”ARTEMIU PUBLIU ALEXI” SÎNGEORZ-BĂI",78,"ORAŞ SÂNGEORZ-BĂI",32599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:43",1345,1330,2,7,6,621,608,0,7,6,576,45,1450,829,31,72,181,239,1,41,6,1,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",37,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:29",1173,1166,0,7,0,540,533,0,7,0,523,11,1300,766,44,41,236,136,13,39,4,4,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",36,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:45:14",1205,1193,3,7,2,562,553,0,7,2,543,19,1300,738,30,47,250,142,14,45,0,6,9
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BICHIGIU",294,TELCIU,35054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:49",660,643,5,7,5,258,242,4,7,5,215,43,700,442,8,31,45,61,0,54,14,2,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDACU DE SUS",133,DUMITRIŢA,179686,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:35",1575,1535,1,10,29,895,855,1,10,29,766,129,1680,785,40,158,460,59,8,22,7,4,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDEŞTI",97,BUDEŞTI,32768,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:47",446,427,1,6,12,283,265,0,6,12,248,35,472,189,15,23,122,73,1,8,2,2,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDUŞ",93,"BUDACU DE JOS",32704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:12",453,433,0,2,18,263,243,0,2,18,247,16,500,237,9,32,153,39,0,9,4,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CICEU-GIURGEŞTI",122,CICEU-GIURGEŞTI,32955,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:53",726,678,0,20,28,500,452,0,20,28,448,52,751,251,11,55,156,169,7,36,4,9,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CLASELE I-IV REBRIŞOARA",225,REBRIŞOARA,34280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:47",1401,1379,2,0,20,848,827,1,0,20,800,48,1500,652,17,89,374,287,8,14,5,1,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CLASELE I-IV REBRIŞOARA",226,REBRIŞOARA,34280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:22",1663,1633,0,6,24,1005,975,0,6,24,949,56,1800,795,21,98,384,416,13,3,5,6,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CLASELE I-VIII, ROMULI",234,ROMULI,34360,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:21",1066,1020,0,4,42,749,703,0,4,42,708,41,1100,351,33,114,404,122,6,11,6,0,12
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ COCIU",277,ŞINTEREAG,34903,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:41",850,842,0,2,6,512,504,0,2,6,474,38,900,388,14,36,195,173,4,41,5,6,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CORMAIA",84,"ORAŞ SÂNGEORZ-BĂI",32599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:15",773,765,0,8,0,393,385,0,8,0,315,75,850,460,4,35,75,191,1,4,4,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CORVINEŞTI",177,MATEI,33658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:44",499,478,0,4,17,332,311,0,4,17,295,37,550,218,13,37,128,98,1,17,1,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”DEMIAN NECHITI”",147,"ILVA MICĂ",33364,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:52",1389,1352,0,0,37,843,806,0,0,37,784,59,1500,657,26,108,519,105,7,14,2,1,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ DOBRIC",104,"CĂIANU MIC",32811,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:28",1170,1126,1,0,43,549,506,0,0,43,516,33,1192,643,3,46,358,90,3,15,1,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ DOROLEA",165,LIVEZILE,33541,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:18",579,559,5,12,3,321,306,0,12,3,305,16,620,299,8,33,212,29,3,14,1,2,3
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ DUMITRIȚA",132,DUMITRIŢA,179686,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:28",1079,1047,2,6,24,637,607,0,6,24,581,52,1150,513,44,129,288,80,0,19,18,1,2
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ”ENEA GRAPINI” ŞANŢ",251,ŞANŢ,34618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:38",1121,1098,0,4,19,825,802,0,4,19,786,39,1200,375,12,97,247,355,2,52,10,2,9
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ „GEORGE COŞBUC”",127,COŞBUC,33177,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:33:38",1613,1578,1,4,30,931,896,1,4,30,874,57,1732,801,34,103,486,220,0,16,3,0,12
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”GRIGORE SILAŞI”",63,"ORAŞ BECLEAN",32483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:03",1532,1518,2,6,6,804,791,1,6,6,782,22,1650,846,87,59,301,219,8,88,3,5,12
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ JOSENII BÎRGĂULUI",149,"JOSENII BÂRGĂULUI",33382,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:49",865,863,0,0,2,535,533,0,0,2,502,33,955,420,15,243,107,85,11,37,1,2,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ LIVEZILE",163,LIVEZILE,33541,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:30",1263,1247,1,10,5,687,672,0,10,5,653,34,1400,713,35,45,405,86,5,62,14,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” CHIUZA",118,CHIUZA,33122,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:04",732,705,1,20,6,517,491,0,20,6,493,24,800,283,13,46,241,149,2,33,6,0,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",15,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:18",1619,1611,0,8,0,782,774,0,8,0,768,12,1750,970,74,86,282,208,18,68,3,7,22
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",13,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:08",1585,1581,2,2,0,689,686,1,2,0,675,14,1800,1111,38,44,291,199,21,57,4,4,17
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",14,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:11:51",1574,1566,0,8,0,690,682,0,8,0,661,23,1708,1024,70,57,255,191,12,53,6,8,9
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MĂRIŞELU",186,MĂRIŞELU,33765,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:35",488,481,0,3,4,256,249,0,3,4,241,15,500,244,17,39,138,36,1,8,0,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MATEI",175,MATEI,33658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:59:03",564,556,0,2,6,426,418,0,2,6,390,36,600,174,256,5,88,37,0,1,0,3,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",71,"ORAŞ NĂSĂUD",32544,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:05",1517,1493,6,11,7,759,741,0,11,7,718,41,1650,891,23,60,260,326,5,25,3,5,11
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MITITEI",202,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:20",578,549,0,12,17,419,390,0,12,17,389,30,650,231,4,18,182,160,1,11,4,1,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MONARIU",95,"BUDACU DE JOS",32704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:05:17",434,424,1,6,3,269,260,0,6,3,256,13,451,182,2,52,102,90,2,3,1,2,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MUREŞENII BÎRGĂULUI",298,"TIHA BÂRGĂULUI",35090,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:18",1331,1321,1,6,3,698,689,0,6,3,658,40,1500,802,14,128,379,98,5,25,3,2,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NEGRILEŞTI",196,NEGRILEŞTI,179659,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:03:01",1086,993,1,54,38,718,625,1,54,38,691,27,1097,379,30,84,136,177,6,29,219,5,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NIMIGEA DE JOS",199,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:01:13",1342,1274,1,21,46,885,819,0,21,45,838,47,1446,561,220,34,387,173,6,15,0,1,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",10,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:33",1359,1348,1,10,0,638,628,0,10,0,624,14,1500,862,44,32,278,177,15,57,1,7,13
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",11,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:44",1115,1092,1,7,15,543,521,0,7,15,539,4,1250,705,43,41,244,134,9,43,7,4,14
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",8,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:02",997,991,1,5,0,442,437,0,5,0,432,10,1100,658,23,25,173,138,13,40,4,4,12
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",9,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:16",1096,1089,1,6,0,448,442,0,6,0,440,8,1200,752,25,41,202,115,15,29,0,4,9
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR.1 GERSA I",227,REBRIŞOARA,34280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:14",548,531,0,9,8,402,385,0,9,8,382,20,600,198,21,61,158,137,3,2,0,0,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ NR. 1 - LEȘU",160,LEŞU,33514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:05",1343,1265,1,17,60,874,796,1,17,60,803,71,1450,576,23,56,443,241,5,28,4,3,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2",146,"ILVA MICĂ",33364,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:00",1261,1225,1,5,30,684,649,0,5,30,649,35,1334,650,15,70,432,96,7,25,0,0,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 BISTRIŢA BÎRGĂULUI",86,"BISTRIŢA BÂRGĂULUI",32633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:24",969,958,0,7,4,516,505,0,7,4,482,34,1100,584,18,79,229,98,2,35,2,13,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 ”FLORIAN PORCIUS” RODNA",229,RODNA,34333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:06",926,909,0,8,9,587,570,0,8,9,538,49,1003,416,27,89,263,46,1,107,2,0,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 ”FLORIAN PORCIUS” RODNA",230,RODNA,34333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:05",933,916,2,2,13,580,565,0,2,13,552,28,1000,420,34,103,255,72,1,79,5,1,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 4",32,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:31",1726,1715,6,4,1,822,817,0,4,1,805,17,1900,1078,41,67,306,266,17,70,8,12,18
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 4",31,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:28",1709,1701,4,4,0,923,919,0,4,0,902,11,1900,977,26,52,360,349,20,70,2,4,19
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ NR. 4",33,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:36",1231,1221,0,10,0,493,483,0,10,0,475,18,1350,857,28,42,199,147,8,38,2,4,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 7 VIIŞOARA",57,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:30",1552,1523,4,24,1,673,648,0,24,1,633,40,1770,1097,25,114,203,218,13,38,4,8,10
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR.7 VIIŞOARA",58,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:11",1205,1194,7,4,0,554,550,0,4,0,536,18,1370,816,20,41,209,201,10,40,1,2,12
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ PIATRA FÎNTÎNELE",299,"TIHA BÂRGĂULUI",35090,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:59",319,310,0,8,1,171,162,0,8,1,151,20,345,174,3,34,79,25,1,7,0,2,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ REBRA CLASELE I-IV",223,REBRA,34262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:39:02",1042,1020,1,8,13,646,625,0,8,13,535,110,1150,505,0,131,135,217,0,52,0,0,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ REBRA CLASELE I-IV",224,REBRA,34262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:53",1115,1079,2,17,17,645,611,0,17,17,586,59,1150,505,9,189,131,205,0,51,0,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SEBIŞ",272,ŞIEUŢ,34850,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:34",667,649,1,1,16,502,485,0,1,16,461,41,700,198,15,59,254,106,3,19,2,1,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”SEVER POP” POIANA ILVEI",218,"POIANA ILVEI",179720,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:46",1197,1152,0,0,45,834,789,0,0,45,780,54,1319,485,24,155,445,105,3,43,2,1,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SIMIONEŞTI",96,"BUDACU DE JOS",32704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:02",179,169,1,2,7,113,104,1,2,6,107,6,200,87,3,6,61,31,0,3,1,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SITA",249,SPERMEZEU,34547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:14:29",173,163,0,3,7,173,163,0,3,7,158,15,284,111,3,28,37,87,0,1,2,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",40,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:53",1343,1326,7,10,0,608,598,0,10,0,587,11,1511,903,15,35,270,180,13,53,4,4,13
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",39,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:13",1221,1174,4,8,35,624,581,0,8,35,615,9,1300,676,41,45,263,167,15,60,3,8,13
