precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ZOICAN IRINA-OANA-PARTIDUL NAȚIONAL LIBERAL-voturi","STOICAN VICTORIA-PARTIDUL SOCIAL DEMOCRAT-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL BALTA",106,BALTA,110456,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:30:36",438,280,0,145,13,370,212,0,145,13,363,7,470,100,306,57
27,MEHEDINŢI,"CĂMINUL CULTURAL COSTEŞTI",107,BALTA,110456,3,PART,PRCNCT,P,P_SV,"2024-06-10 13:11:06",167,117,0,49,1,143,93,0,49,1,139,4,178,35,97,42
27,MEHEDINŢI,"CĂMINUL CULTURAL GORNOVIŢA",108,BALTA,110456,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:01",192,145,0,45,2,154,107,0,45,2,147,7,210,56,101,46
27,MEHEDINŢI,"CĂMINUL CULTURAL PREJNA",109,BALTA,110456,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:10:42",293,213,0,73,7,242,162,0,73,7,238,4,345,103,147,91
