precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","MITREA ŞTEFAN-CONSTANTIN-voturi"
35,SUCEAVA,"CAMIN CULTURAL PLOPENI",179,"ORAŞ SALCEA",146370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:58",1989,1981,5,2,1,1131,1128,0,2,1,1078,53,2038,905,46,66,849,66,43,8
35,SUCEAVA,"CĂMINUL CULTURAL - PRELIPCA",181,"ORAŞ SALCEA",146370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:48:59",1103,1100,0,2,1,600,597,0,2,1,564,36,1200,600,32,7,458,33,31,3
35,SUCEAVA,"CĂMINUL CULTURAL SALCEA",177,"ORAŞ SALCEA",146370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:40",1418,1415,0,2,1,728,725,0,2,1,698,30,1600,872,65,29,466,58,66,14
35,SUCEAVA,"CĂMINUL CULTURAL SALCEA",176,"ORAŞ SALCEA",146370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:35:51",1239,1238,0,0,1,651,650,0,0,1,619,32,1600,949,80,18,392,53,60,16
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”IACOB COSTACHE”",180,"ORAŞ SALCEA",146370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:22:07",1279,1276,0,3,0,751,748,0,3,0,697,54,1401,650,55,9,505,76,22,30
35,SUCEAVA,"ȘCOALA MERENI",178,"ORAŞ SALCEA",146370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:26:17",1400,1396,0,4,0,771,767,0,4,0,745,26,1398,621,60,17,585,46,22,15
