precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COILĂ GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","ŢOI DORIANA-MIHAELA-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHĂESCU EUGEN-GHENA-PARTIDUL MIȘCAREA POPULARĂ-voturi"
11,CARAŞ-SEVERIN,"CLĂDIREA APARȚINĂTOARE COMUNEI BUCHIN (FOST SEDIU AL PRIMĂRIEI)",187,BUCHIN,51699,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:20",531,487,1,16,27,329,285,1,16,27,323,6,540,211,289,16,18
11,CARAŞ-SEVERIN,GRĂDINIŢA,188,BUCHIN,51699,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:11",457,437,1,4,15,281,262,0,4,15,258,23,477,196,139,85,34
11,CARAŞ-SEVERIN,"ŞCOALA CU CLASELE I - IV",186,BUCHIN,51699,1,PART,PRCNCT,P,P_SV,"2024-06-10 17:12:13",812,783,3,12,14,410,384,0,12,14,385,25,856,446,188,109,88
