precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
35,SUCEAVA,"CAMIN CULTURAL FRATAUTII VECHI",325,"FRĂTĂUŢII VECHI",148694,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:51:48",1576,1560,2,7,7,694,678,2,7,7,646,48,1796,1102,207,274,37,37,18,22,51
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ION PINTILIE MĂNEUȚI",327,"FRĂTĂUŢII VECHI",148694,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:00:57",1797,1779,1,5,12,740,723,0,5,12,696,44,1900,1160,94,333,102,9,74,81,3
35,SUCEAVA,"ŞCOALA PRIMARĂ LIVIU V. IONESI FRĂTĂUŢII-VECHI",326,"FRĂTĂUŢII VECHI",148694,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:22:13",1203,1187,0,6,10,488,472,0,6,10,460,28,1300,812,112,240,24,37,23,18,6
