precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STOI CONSTANTIN-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","STANCIU NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BORSA SILVIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BOLDUR",337,BOLDUR,156106,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:43",517,491,1,22,3,400,375,0,22,3,390,10,500,100,173,17,200
37,TIMIŞ,"ŞCOALA PRIMARĂ JABĂR",338,BOLDUR,156106,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:21",348,325,2,13,8,265,243,1,13,8,253,12,400,135,154,4,95
37,TIMIŞ,"ŞCOALA PRIMARĂ OHABA-FORGACI",339,BOLDUR,156106,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:01:54",668,620,5,21,22,513,469,1,21,22,496,17,700,187,375,35,86
37,TIMIŞ,"ŞCOALA PRIMARĂ SINERSIG",340,BOLDUR,156106,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:36:03",508,494,2,9,3,291,278,1,9,3,281,10,579,288,224,5,52
