precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",193,LIŢA,151763,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:56:15",1074,1022,0,22,30,681,629,0,22,30,654,27,1110,429,188,406,17,43
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ LIȚA",192,LIŢA,151763,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:46:17",1021,984,0,8,29,695,658,0,8,29,668,27,1072,377,125,460,12,71
