precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
39,VASLUI,"CENTRUL CULTURAL BĂLTENI",205,BĂLTENI,162452,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:47:47",838,833,2,0,3,436,433,0,0,3,404,32,875,439,42,48,314
39,VASLUI,"ȘCOALA PRIMARĂ BĂLTENI DEAL",206,BĂLTENI,162452,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:05:53",335,325,1,5,4,168,159,0,5,4,162,6,400,232,8,35,119
39,VASLUI,"ŞCOALA PRIMARA CHETREŞTI",207,BĂLTENI,162452,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:29",99,91,0,7,1,66,58,0,7,1,64,2,100,34,0,7,57
