precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRAGOMIR ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","GRIGORE ANDREI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PĂTRU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PETRUŞ ELENA-SORINA-voturi"
16,DÂMBOVIŢA,"CĂMIN CULTURAL CĂPRIORU",389,TĂTĂRANI,68921,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:22:32",1329,1325,1,1,2,760,756,1,1,2,735,25,1455,695,45,73,588,29
16,DÂMBOVIŢA,"CĂMIN CULTURAL PRIBOIU",391,TĂTĂRANI,68921,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:04",710,699,1,3,7,527,517,0,3,7,517,10,780,253,9,33,453,22
16,DÂMBOVIŢA,"GRĂDINIŢA DE COPII GHEBOIENI",390,TĂTĂRANI,68921,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:11",1222,1209,0,6,7,651,638,0,6,7,624,27,1340,689,34,76,477,37
16,DÂMBOVIŢA,"SALA DE FESTIVITĂŢI A PRIMĂRIEI TĂTĂRANI",388,TĂTĂRANI,68921,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:48:05",829,815,1,5,8,540,527,0,5,8,524,16,900,360,26,84,384,30
