precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CĂMIN CULTURAL",426,"LAZURI DE BEIUŞ",29760,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:01:35",538,515,0,8,15,433,410,0,8,15,418,15,555,122,16,78,324
5,BIHOR,"CĂMIN CULTURAL BĂLENI",424,"LAZURI DE BEIUŞ",29760,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:17:42",165,161,0,2,2,127,123,0,2,2,123,4,178,51,12,19,92
5,BIHOR,PRIMĂRIA,423,"LAZURI DE BEIUŞ",29760,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:56",287,278,0,3,6,224,215,0,3,6,221,3,300,76,37,17,167
5,BIHOR,"ȘCOALA CU CLASELE I-IV",425,"LAZURI DE BEIUŞ",29760,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:18",367,355,0,5,7,234,222,0,5,7,223,11,390,156,26,24,173
