precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GULEI DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","TOFAN AUGUSTIN-SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","BEJENAR IULIANA-AURA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","HLADIUC ADELIN-ANDREI-PARTIDUL S.O.S. ROMÂNIA-voturi","ŢABREA GABRIEL-ILIE-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ŞUHANI-HRECENIUC LUCIAN-voturi"
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL IPOTEȘTI",369,IPOTEŞTI,146281,4,PART,PRCNCT,P,P_SV,"2024-06-10 13:03:26",1956,1928,6,22,0,1013,991,0,22,0,1002,11,2115,1102,353,369,36,25,189,30
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ IPOTEȘTI",368,IPOTEŞTI,146281,3,PART,PRCNCT,P,P_SV,"2024-06-10 20:10:17",2166,2151,1,11,3,1170,1156,0,11,3,1087,83,2283,1113,396,390,48,29,200,24
35,SUCEAVA,"ȘCOALA PRIMARĂ IPOTEȘTI",370,IPOTEŞTI,146281,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:07:43",1249,1244,0,5,0,646,641,0,5,0,638,8,1400,754,301,254,16,18,46,3
35,SUCEAVA,"ŞCOALA PRIMARĂ LISAURA",371,IPOTEŞTI,146281,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:57:47",1463,1454,3,5,1,792,785,1,5,1,774,18,1600,808,304,175,45,14,171,65
35,SUCEAVA,"ŞCOALA PRIMARĂ TIŞĂUŢI",372,IPOTEŞTI,146281,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:21:07",1331,1322,5,4,0,793,789,0,4,0,781,12,1500,707,271,238,97,12,144,19
