precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","STROILĂ GABRIEL-voturi"
34,SIBIU,"IMOBIL APARȚINÂND PRIMĂRIEI ORAȘULUI TĂLMACIU (FOSTA ȘCOALĂ COLONIA TĂLMACIU II)",217,"ORAŞ TĂLMACIU",145827,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:37",216,205,0,9,2,116,105,0,9,2,110,6,233,117,61,19,29,1
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU CORP A",215,"ORAŞ TĂLMACIU",145827,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:44",1156,1148,0,6,2,622,614,0,6,2,600,22,1260,638,388,119,81,12
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU CORP B",216,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 16:08:07",1608,1601,0,3,4,860,853,0,3,4,839,21,1760,900,478,163,161,37
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU/ȘCOALA GIMNAZIALĂ TĂLMĂCEL",218,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:39:24",957,951,0,5,1,656,650,0,5,1,617,39,1050,394,231,262,22,102
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU/ȘCOALA GIMNAZIALĂ TĂLMACIU",214,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:09:54",1117,1104,0,10,3,625,612,0,10,3,607,15,1200,578,364,140,65,38
34,SIBIU,"LICEUL TEHOLOGIC ” JOHANNES LEBEL” TĂLMACIU/ȘCOALA GIMNAZIALĂ TĂLMACIU",213,"ORAŞ TĂLMACIU",145827,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:58:25",1552,1546,2,2,2,731,727,0,2,2,704,27,1750,1019,471,162,58,13
