precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FOCŞA VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","HORVATH MARTON-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi"
13,CLUJ,"CAMIN CULTURAL",560,MOCIU,58623,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:25:33",274,260,1,11,2,200,187,0,11,2,188,12,288,88,157,31
13,CLUJ,"CAMIN CULTURAL MOCIU - SALA MICA",556,MOCIU,58623,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:28:50",1392,1345,1,17,29,969,923,0,17,29,887,36,1457,534,490,397
13,CLUJ,"CLADIRE MULTIFUNCTIONALA",562,MOCIU,58623,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:26",264,251,0,13,0,196,183,0,13,0,190,6,279,83,140,50
13,CLUJ,"CLADIRE MULTIFUNCŢIONALĂ",561,MOCIU,58623,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:54:37",152,145,0,7,0,93,86,0,7,0,88,5,160,67,42,46
13,CLUJ,"SALĂ MULTIFUNCŢIONALĂ",557,MOCIU,58623,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:10:42",174,164,1,8,1,114,105,0,8,1,108,6,188,74,62,46
13,CLUJ,"ŞCOALA ELEMENTARA",558,MOCIU,58623,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:38",228,211,1,5,11,158,142,0,5,11,154,4,252,94,102,52
13,CLUJ,"ŞCOALA GENERALĂ",559,MOCIU,58623,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:11:29",214,201,0,13,0,129,116,0,13,0,125,4,220,91,72,53
