precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
33,SĂLAJ,"CĂMIN CULTURAL COSNICIU DE JOS",200,IP,141722,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:43:10",507,505,0,0,2,282,280,0,0,2,261,21,560,278,119,23,7,69,43
33,SĂLAJ,"CĂMINUL CULTURAL",201,IP,141722,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:07:03",204,204,0,0,0,122,122,0,0,0,120,2,250,128,66,5,3,30,16
33,SĂLAJ,"CĂMINUL CULTURAL ZĂUAN",202,IP,141722,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:25:49",796,786,3,3,4,448,441,0,3,4,430,18,864,409,9,10,373,8,30
33,SĂLAJ,"CERCUL GOSPODARILOR",199,IP,141722,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:48:46",1384,1366,6,0,12,838,824,2,0,12,806,32,1500,662,101,39,412,91,163
