precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ABABEI FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","MAGOPEŢ ROMICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi"
7,BOTOŞANI,"GRADINITA CU 4 GRUPE IBANESTI",284,IBĂNEŞTI,37823,3,PART,PRCNCT,P,P_SV,"2024-06-11 20:16:27",805,762,0,1,42,501,458,0,1,42,493,8,902,401,124,369
7,BOTOŞANI,"GRADINITA CU 4 GRUPE IBANESTI",283,IBĂNEŞTI,37823,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:38:29",803,767,2,6,28,476,441,1,6,28,463,13,803,327,124,339
7,BOTOŞANI,"SCOALA ”MIHAIL SADOVEANU”, CORP B",286,IBĂNEŞTI,37823,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:27:44",702,686,0,5,11,394,378,0,5,11,387,7,800,406,96,291
7,BOTOŞANI,"SCOALA ”MIHAIL SADOVEANU”, CORP B",285,IBĂNEŞTI,37823,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:55:20",744,729,0,5,10,460,445,0,5,10,445,15,800,340,133,312
