precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BARARIU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","LUPAŞCU PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","CHIRILĂ LIVIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","JITARIUC DUMITRU-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"CASA DE PRĂZNUIRE A PAROHIEI ORTODOXE STÂNCUȚA",560,ZVORIŞTEA,151344,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:07",149,140,0,9,0,88,79,0,9,0,85,3,200,112,47,28,8,2
35,SUCEAVA,"ŞCOALA GENERALĂ BUDA",556,ZVORIŞTEA,151344,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:01:43",715,700,0,5,10,296,281,0,5,10,282,14,800,504,170,89,14,9
35,SUCEAVA,"ŞCOALA GENERALĂ BUDA",555,ZVORIŞTEA,151344,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:05",941,924,1,2,14,390,374,0,2,14,379,11,1000,610,268,89,17,5
35,SUCEAVA,"ŞCOALA GENERALĂ ŞERBĂNEŞTI",561,ZVORIŞTEA,151344,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:13",916,912,1,3,0,321,318,0,3,0,298,23,1000,679,131,125,19,23
35,SUCEAVA,"ŞCOALA GENERALĂ ZVORIŞTEA",554,ZVORIŞTEA,151344,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:27:25",787,753,1,11,22,396,363,0,11,22,389,7,800,404,247,89,31,22
35,SUCEAVA,"ȘCOALA PRIMARĂ POIANA",557,ZVORIŞTEA,151344,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:50:53",487,464,0,7,16,264,241,0,7,16,250,14,500,236,140,80,13,17
35,SUCEAVA,"ŞCOALA PRIMARĂ SLOBOZIA",558,ZVORIŞTEA,151344,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:35:06",473,464,0,9,0,192,183,0,9,0,183,9,500,308,108,53,11,11
35,SUCEAVA,"ŞCOALA PRIMARĂ STÂNCA",559,ZVORIŞTEA,151344,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:00:54",494,489,0,5,0,213,208,0,5,0,200,13,600,387,132,60,3,5
