precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PAUL CRISTIAN-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","TIPONUŢ CĂLIN-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","POP BOGDAN-GABRIEL-PARTIDUL OAMENILOR TINERI-voturi","BOCHIŞ IOAN-DĂNUŢ-PARTIDUL S.O.S. ROMÂNIA-voturi"
5,BIHOR,"CĂMIN CULTURAL",432,LĂZĂRENI,29813,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:07:54",101,91,0,9,1,68,58,0,9,1,67,1,108,40,65,2,0,0
5,BIHOR,"CĂMIN CULTURAL",433,LĂZĂRENI,29813,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:45:49",157,144,2,10,1,100,89,0,10,1,98,2,165,65,75,8,11,4
5,BIHOR,"CĂMIN CULTURAL",428,LĂZĂRENI,29813,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:48:14",531,504,2,9,16,382,357,0,9,16,369,13,549,167,323,27,7,12
5,BIHOR,"CĂMIN CULTURAL",431,LĂZĂRENI,29813,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:07:01",615,594,0,14,7,401,380,0,14,7,391,10,665,264,353,27,10,1
5,BIHOR,"CĂMIN CULTURAL CĂRĂNDENI",429,LĂZĂRENI,29813,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:48:31",371,332,1,21,17,245,207,0,21,17,240,5,371,126,200,23,9,8
5,BIHOR,"CĂMIN CULTURAL LĂZĂRENI",427,LĂZĂRENI,29813,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:57",775,712,3,52,8,627,566,1,52,8,600,27,773,146,507,43,49,1
5,BIHOR,"CENTRU COMUNITAR INTEGRAT",430,LĂZĂRENI,29813,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:03:27",90,72,1,17,0,68,51,0,17,0,68,0,88,20,59,5,1,3
