precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL",365,PIPIRIG,123521,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:28:04",545,536,2,5,2,277,270,0,5,2,269,8,600,323,193,10,49,7,10
29,NEAMŢ,"LICEUL TEHNOLOGIC ”ION CREANGA” PIPIRIG",363,PIPIRIG,123521,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:40",1433,1430,1,2,0,687,685,0,2,0,663,24,1600,913,482,90,42,10,39
29,NEAMŢ,"SCOALA CU CLASELE I-IV DOLHESTI",364,PIPIRIG,123521,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:24",870,864,0,6,0,391,385,0,6,0,377,14,1000,609,275,51,22,15,14
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1",362,PIPIRIG,123521,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:07",1269,1267,1,0,1,572,571,0,0,1,549,23,1400,828,419,35,53,24,18
29,NEAMŢ,"SCOALA GIMNAZIALA PLUTON",366,PIPIRIG,123521,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:13",822,810,0,12,0,376,364,0,12,0,357,19,900,524,252,42,25,5,33
29,NEAMŢ,"SCOALA GIMNAZIALA STINCA",367,PIPIRIG,123521,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:38:23",1320,1314,0,6,0,641,635,0,6,0,600,41,1400,759,469,38,48,15,30
29,NEAMŢ,"SCOALA PIPIRIG NR. 2",361,PIPIRIG,123521,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:09:54",906,900,2,3,1,469,465,0,3,1,450,19,1000,531,307,89,23,15,16
