precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
19,GIURGIU,"CĂMINUL CULTURAL BOLINTIN - DEAL",75,BOLINTIN-DEAL,101163,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 12:33:34",1446,1411,3,25,7,820,788,0,25,7,778,42,1562,742,290,413,27,48
19,GIURGIU,"GRĂDINIŢA DE COPII BOLINTIN - DEAL",77,BOLINTIN-DEAL,101163,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:24:12",965,947,5,8,5,488,473,2,8,5,457,31,1049,561,103,302,17,35
19,GIURGIU,"ŞCOALA GIMNAZIALĂ BANU BALEANU",76,BOLINTIN-DEAL,101163,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:22:49",1195,1160,3,23,9,644,611,1,23,9,620,24,1289,645,197,346,20,57
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 MIHAI VODĂ",78,BOLINTIN-DEAL,101163,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:41:03",1561,1538,0,15,8,868,845,0,15,8,853,15,1703,835,231,407,130,85
