precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
29,NEAMŢ,"GRĂDINIŢĂ - (CĂTUNĂ)",188,BODEŞTI,121607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:55",496,484,2,5,5,259,249,0,5,5,250,9,600,341,39,165,22,4,20
29,NEAMŢ,ŞCOALA,191,BODEŞTI,121607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:07:23",768,757,1,3,7,400,389,1,3,7,390,10,800,400,42,195,119,17,17
29,NEAMŢ,ŞCOALA,190,BODEŞTI,121607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:21:14",125,107,0,7,11,93,75,0,7,11,88,5,172,79,4,75,5,0,4
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV",187,BODEŞTI,121607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:41",830,816,2,2,10,420,408,0,2,10,397,23,876,456,69,252,51,5,20
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV",186,BODEŞTI,121607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:35",873,854,1,5,13,435,417,0,5,13,415,20,975,540,73,248,46,5,43
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",189,BODEŞTI,121607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:18",735,721,1,6,7,364,351,0,6,7,343,21,800,436,22,267,34,8,12
