precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANDRIEŞ RALUCA-ALEXANDRA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PALADE GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ROŞU SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","HOTIN CONSTANTIN-BENIAMIN-MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","HORODINC-CHIRILĂ CONSTANTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi"
4,BACĂU,"CENTRU EVENIMENTE POIENI",494,PARINCEA,24089,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:31:53",233,227,0,6,0,104,98,0,6,0,99,5,300,196,11,14,67,5,2
4,BACĂU,"LICEUL TEHNOLOGIC ”G.J.CANCICOV” PARINCEA",491,PARINCEA,24089,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:43:54",711,696,0,8,7,367,352,0,8,7,344,23,700,330,28,49,231,22,14
4,BACĂU,"ŞCOALA GIMNAZIALA VLADNIC",496,PARINCEA,24089,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:37:47",673,657,0,11,5,337,321,0,11,5,311,26,700,363,128,10,156,8,9
4,BACĂU,"ŞCOALA MILEŞTII DE JOS",492,PARINCEA,24089,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:24:58",117,113,0,3,1,117,113,0,3,1,105,12,200,83,1,24,74,6,0
4,BACĂU,"ŞCOALA NĂNEŞTI",493,PARINCEA,24089,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:10:35",569,556,0,11,2,321,308,0,11,2,307,14,600,279,30,18,248,7,4
4,BACĂU,"ŞCOALA VĂLENI",495,PARINCEA,24089,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:57",436,425,0,9,2,160,149,0,9,2,154,6,500,340,10,38,98,3,5
