precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi"
20,GORJ,"LICEUL TEHNOLOGIC TURCENI-CLĂDIREA INTERNAT",111,"ORAŞ TURCENI",82617,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:41:14",1443,1417,3,7,16,792,769,0,7,16,788,4,1600,808,120,460,197,11
20,GORJ,"LICEUL TEHNOLOGIC TURCENI-CLĂDIREA INTERNAT",112,"ORAŞ TURCENI",82617,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:23:20",1427,1405,0,6,16,747,725,0,6,16,713,34,1500,753,113,414,168,18
20,GORJ,"POLIȚIA LOCALĂ TURCENI",113,"ORAŞ TURCENI",82617,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:47:33",596,586,1,3,6,346,337,0,3,6,337,9,700,354,118,145,61,13
20,GORJ,"ȘCOALA GENERALĂ GÂRBOVU",115,"ORAŞ TURCENI",82617,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:24",718,703,0,0,15,458,443,0,0,15,452,6,800,342,70,282,81,19
20,GORJ,"ȘCOALA GENERALĂ MURGEȘTI",116,"ORAŞ TURCENI",82617,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:34:16",604,585,1,6,12,425,407,0,6,12,415,9,700,275,30,260,66,59
20,GORJ,"ȘCOALA GENERALĂ STOLOJANI",114,"ORAŞ TURCENI",82617,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:12:31",537,527,0,6,4,350,340,0,6,4,333,17,600,250,76,174,67,16
20,GORJ,"ȘCOALA GENERALĂ STRÂMBA JIU",117,"ORAŞ TURCENI",82617,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:05:12",1210,1200,0,3,7,652,642,0,3,7,634,18,1310,658,122,278,216,18
