precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMONIS ALFRED-ROBERT-ALIANȚA ELECTORALĂ PSD PNL-voturi","IACOB ADRIAN-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MAYER MARIAN-PARTIDUL ROMÂNIA MARE-voturi","SIMUŢ GLAD-PARTIDUL S.O.S. ROMÂNIA-voturi","NICA ALIN-ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BALAŞ NELU-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","SZIME OVIDIU-DANIEL-PARTIDUL ROMÂNIA PUTERNICĂ-voturi"
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.13",226,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:20",1558,1546,0,10,2,670,658,0,10,2,652,18,1600,930,300,67,17,21,200,33,14
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",219,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:55:02",1035,1027,0,8,0,475,467,0,8,0,447,28,1100,625,189,49,7,16,151,25,10
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.5 TĂPIA",239,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:32",276,269,0,7,0,126,119,0,7,0,121,5,300,174,60,16,4,14,20,4,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL OFSENIŢA",303,BANLOC,155591,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:52",321,314,0,4,3,149,142,0,4,3,137,12,400,251,105,16,1,2,12,0,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL PARTOŞ",304,BANLOC,155591,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:11",377,370,1,6,0,183,176,1,6,0,166,17,500,315,131,12,3,7,12,1,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL PIETROASA",515,PIETROASA,158136,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:59",261,253,0,1,7,218,210,0,1,7,207,11,300,82,151,26,1,5,22,2,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL REMETEA-LUNCĂ",472,MĂNĂŞTIUR,157736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:47",351,330,1,7,13,237,217,0,7,13,217,20,500,263,79,56,0,18,61,2,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SÂNPETRU MIC",607,VARIAŞ,159213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:07",455,445,0,6,4,191,181,0,6,4,177,14,500,309,133,10,2,9,18,3,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SOCA",305,BANLOC,155591,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:59",449,436,0,5,8,248,235,0,5,8,227,21,500,252,144,33,1,17,27,4,1
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL TOAGER",422,GIERA,157273,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:18:07",319,305,0,5,9,164,150,0,5,9,141,23,383,219,83,15,3,11,29,0,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL VIZEJDIA",441,GOTTLOB,159419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:48",367,365,1,1,0,160,159,0,1,0,148,12,600,440,92,26,1,17,9,3,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT BECICHERECU MIC",317,"BECICHERECU MIC",155760,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:16",1585,1572,3,0,10,796,786,0,0,10,765,31,1800,1004,295,96,10,30,322,5,7
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT DUDEȘTII NOI",379,"DUDEŞTII NOI",159384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:57:29",1548,1513,3,26,6,878,845,1,26,6,843,35,1700,822,231,42,4,13,541,10,2
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT DUDEȘTII NOI",380,"DUDEŞTII NOI",159384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:47:51",1658,1606,1,36,15,981,930,0,36,15,956,25,1800,819,251,45,7,31,609,8,5
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT GIARMATA",416,GIARMATA,157246,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:55",1679,1669,1,8,1,802,792,1,8,1,768,34,2049,1247,330,129,11,33,242,10,13
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NADRAG",487,NĂDRAG,157898,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:10",1020,1000,1,5,14,545,526,0,5,14,525,20,1100,555,329,47,5,40,101,2,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 11 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12)",138,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:31:53",732,723,2,7,0,282,275,0,7,0,278,4,800,518,94,22,2,11,140,4,5
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",125,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:21",961,954,3,4,0,439,435,0,4,0,421,18,1000,561,148,35,12,13,201,9,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",124,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:17:44",1132,1122,0,10,0,485,475,0,10,0,462,23,1200,715,170,39,8,10,217,6,12
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.13 TIMIȘOARA",207,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:40",452,447,0,5,0,225,220,0,5,0,221,4,500,275,49,39,7,21,93,6,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",228,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:37",1396,1386,3,7,0,524,517,0,7,0,497,27,1500,976,212,68,10,29,145,21,12
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",49,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:40",1294,1273,10,8,3,606,595,0,8,3,592,14,1300,694,172,44,9,13,332,14,8
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",48,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:33",1348,1335,7,6,0,620,614,0,6,0,600,20,1400,780,201,43,12,17,298,18,11
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",177,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:58",1467,1449,11,7,0,606,599,0,7,0,578,28,1500,894,188,49,7,9,304,7,14
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",178,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:14",1300,1277,15,7,1,621,613,0,7,1,609,12,1300,679,204,49,7,18,293,20,18
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",176,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:07:12",1449,1420,19,10,0,590,580,0,10,0,555,35,1500,910,185,40,10,21,288,8,3
37,TIMIŞ,"GRADINIŢA CU PROGRAM PRELUNGIT NR.23",145,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:56",1126,1103,14,9,0,446,437,0,9,0,429,17,1200,754,138,25,7,16,227,6,10
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",46,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:32",1219,1204,0,15,0,532,517,0,15,0,515,17,1300,768,143,27,10,11,304,15,5
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",47,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:59",1227,1203,10,13,1,524,510,0,13,1,508,16,1300,776,158,27,8,16,285,14,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",106,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:40:17",1928,1895,18,15,0,959,943,1,15,0,920,39,2000,1041,307,44,10,15,515,16,13
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",107,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:43",1847,1814,18,15,0,880,864,1,15,0,858,22,1900,1020,291,66,8,27,438,13,15
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",211,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:09:52",1354,1339,5,10,0,625,615,0,10,0,598,14,1400,788,265,95,6,23,147,49,13
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",210,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:41:27",1631,1622,0,8,1,657,648,0,8,1,594,63,1700,1043,252,111,11,26,152,36,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.36",41,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:32",1165,1152,3,10,0,470,460,0,10,0,443,27,1200,730,141,29,7,11,239,8,8
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",19,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:45",1329,1310,11,8,0,525,516,1,8,0,509,16,1400,875,168,32,7,21,259,13,9
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",18,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:38",1654,1599,41,14,0,703,689,0,14,0,694,9,1700,997,230,32,5,17,394,8,8
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",203,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:15",1294,1283,3,8,0,574,566,0,8,0,558,16,1300,726,177,56,13,21,272,10,9
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",204,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:00:53",1246,1230,10,6,0,526,520,0,6,0,505,21,1300,774,164,70,4,13,236,11,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",213,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:56",1011,1007,2,2,0,394,392,0,2,0,371,23,1100,706,162,94,14,26,57,8,10
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",212,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:20:59",1189,1180,2,7,0,471,464,0,7,0,448,16,1200,729,202,50,10,29,145,10,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",215,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:07",1247,1243,2,2,0,481,479,0,2,0,439,22,1300,839,204,55,7,17,136,16,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",216,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:43",1106,1098,0,7,1,443,435,0,7,1,436,7,1500,1057,210,69,10,20,109,10,8
37,TIMIŞ,"GRADINITA PN",373,DAROVA,156623,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:30",298,285,0,4,9,220,207,0,4,9,206,14,300,80,103,29,2,11,53,8,0
37,TIMIŞ,"GRADINITA PN BODO",299,BALINŢ,155546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:01",438,428,1,5,4,247,238,0,5,4,225,22,600,353,52,18,5,23,124,2,1
37,TIMIŞ,"GRADINITA PN JEBEL",450,JEBEL,157424,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:35",1631,1583,5,13,30,902,859,0,13,30,857,45,1700,798,407,109,15,37,264,18,7
37,TIMIŞ,"GRĂDINIŢA PN UTVIN",559,"SÂNMIHAIU ROMÂN",158699,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:17:50",1374,1349,5,13,7,726,706,0,13,7,682,44,1403,677,237,125,28,22,255,12,3
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 ETAJ, SÂNNICOLAU MARE",295,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:43",1456,1438,1,3,14,686,668,1,3,14,649,37,1700,1014,220,67,12,23,300,19,8
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 PARTER, SÂNNICOLAU MARE",294,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:01",2055,1916,133,3,3,872,865,1,3,3,830,42,2200,1328,305,108,17,46,335,13,6
37,TIMIŞ,"IMOBIL PROPRIETATE A FUNDAȚIEI MISIUNEA PÂINEA VIEȚII",231,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:09",470,462,0,7,1,228,220,0,7,1,214,14,800,572,82,48,11,15,21,29,8
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII BOTEȘTI S.R.L.",229,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:42",1342,1325,8,9,0,632,623,0,9,0,613,19,1400,768,264,60,9,31,211,31,7
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII RIVA INTIMA S.R.L.",230,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:25:35",1338,1315,1,22,0,589,567,0,22,0,556,33,1400,811,258,80,8,27,161,18,4
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII VITIDA MINERAL SRL-FOST MAGAZIN PREZENTARE",218,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:33",1365,1357,0,8,0,560,552,0,8,0,517,43,1400,840,250,85,6,52,93,27,4
37,TIMIŞ,"INCUBATORUL DE AFACERI JIMBOLIA",279,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:23",1457,1443,0,12,2,572,558,0,12,2,525,47,1600,1028,203,106,12,28,145,26,5
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",11,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:46",1175,1159,6,10,0,432,422,0,10,0,416,16,1200,768,127,34,7,21,205,14,8
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",12,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:38",1320,1301,6,13,0,486,473,0,13,0,477,9,1400,914,149,31,7,19,255,5,11
37,TIMIŞ,"LICEUL CU PROGRAM SPORTIV ”BANATUL”",109,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:54",1223,1192,21,8,2,509,499,0,8,2,490,19,1600,1091,163,33,7,10,269,4,4
37,TIMIŞ,"LICEUL DE ARTĂ ”ION VIDU” TIMIȘOARA",110,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:50",525,501,3,21,0,240,219,0,21,0,233,7,1000,760,72,13,5,4,133,2,4
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",165,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:29",872,848,4,15,5,285,271,0,10,4,276,9,1200,915,80,30,6,8,142,2,8
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",163,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:34",1567,1545,18,0,4,598,593,1,0,4,583,15,1600,1002,174,68,0,37,285,12,7
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",164,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:19:38",1284,1264,0,11,9,380,360,0,11,9,362,18,1300,920,115,31,7,29,171,3,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",127,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:18",945,916,19,10,0,484,470,4,10,0,472,12,1400,916,145,22,9,14,270,5,7
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",130,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:30",1304,1274,15,15,0,535,520,0,15,0,513,22,1300,765,175,42,9,26,249,7,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",128,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:01",1063,1051,6,6,0,441,435,0,6,0,415,26,1100,659,137,34,10,8,209,8,9
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",131,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:18:36",1030,1026,2,2,0,421,419,0,2,0,400,21,1100,679,122,38,4,11,210,6,9
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",129,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:12:06",1132,1121,4,7,0,468,461,0,7,0,445,16,1200,739,155,29,8,21,223,3,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",126,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:01",1220,1210,3,7,0,511,504,0,7,0,495,16,1300,789,162,41,7,32,245,2,6
37,TIMIŞ,"LICEUL TEHNOLOGIC CRISTOFOR NAKO ORAŞ SÂNNICOLAU MARE",296,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:52:49",1820,1770,3,14,33,764,716,1,14,33,707,57,2000,1236,275,92,18,33,272,13,4
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",51,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:19",993,969,10,14,0,418,401,3,14,0,412,6,1000,582,141,36,6,10,203,8,8
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",52,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:05",1133,1124,4,5,0,535,530,0,5,0,516,19,1200,665,149,34,13,11,283,10,16
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",65,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:31",990,972,7,11,0,409,396,2,11,0,389,7,1100,704,100,23,7,15,224,8,12
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",66,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:08",910,882,18,10,0,395,384,1,10,0,377,18,900,505,109,38,5,16,199,8,2
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",64,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:55",1211,1149,42,11,9,418,396,2,11,9,405,13,1200,782,128,26,3,10,232,4,2
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",152,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:45",1609,1589,13,7,0,708,701,0,7,0,688,20,1600,892,227,73,10,25,335,8,10
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",151,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:53:25",1638,1619,8,11,0,701,690,0,11,0,679,22,1700,999,231,77,9,26,304,12,20
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",150,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:47",1591,1573,5,13,0,746,732,1,13,0,731,15,1600,854,250,66,9,19,366,13,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",153,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:22",1489,1478,1,10,0,508,498,0,10,0,494,14,1500,992,170,68,12,28,195,14,7
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA (ŞCOALA GIMNAZIALĂ NR.20 )",200,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:53",1868,1855,5,8,0,1028,1019,1,8,0,993,35,1900,872,314,73,12,31,535,17,11
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",183,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:42",1324,1304,10,10,0,489,479,0,10,0,480,9,1400,911,154,44,9,20,243,5,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",184,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:53:34",1244,1231,3,10,0,430,420,0,10,0,421,9,1300,870,121,42,9,14,218,9,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",181,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:33",1323,1309,6,7,1,547,539,0,7,1,535,12,1400,853,193,35,9,13,263,12,10
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",182,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:55:06",1133,1116,1,16,0,417,401,0,16,0,411,6,1200,783,117,42,6,10,210,9,17
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",276,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:53",1398,1388,0,6,4,490,480,0,6,4,481,9,1500,1010,172,93,19,28,133,29,7
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",275,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:30",1713,1687,9,12,5,596,576,3,12,5,569,27,2000,1404,181,139,14,47,150,26,12
37,TIMIŞ,"LICEUL TEHNOLOGIC ”SFÂNTUL NICOLAE” DETA",251,"ORAŞ DETA",155458,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:05:56",1671,1645,2,10,14,702,678,0,10,14,630,36,2000,1334,362,84,13,36,119,9,7
37,TIMIŞ,"LICEUL TEHNOLOGIC ”TRAIAN GROZĂVESCU” NĂDRAG",488,NĂDRAG,157898,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:12",1061,1047,1,8,5,570,557,0,8,5,550,20,1100,530,301,43,4,35,134,27,6
